Randomizer Version: 4.6.0
Random Seed: 128137046630631
Settings String: 321YRgEegFfAloCVwKSxgSehhsIagfGasY9GAABmwAAAAAARAKA0Mna/JQJCTIGBgTkWwUQE1Bva2Vtb24gQmxhY2sgMiAoRym+Bj4148M4ig==

--Pokemon Base Stats & Types--
NUM|NAME         |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
Level 45: Nitroladung
Egg Moves:
 - Feuerwirbel
 - Gegenstoß
 - Funkenflug
 - Läuterfeuer
 - Ableithieb
 - Autotomie
 - Lohekanonade
 - Flammenrad
 - Flammenball
 - Feuerschlag
 - Traumfresser
 - Sanctoklinge
 - Flammenblitz

059 Arkani ->  (no evolution)
HP  90 
ATK 110
DEF 80 
SPA 100
SPD 80 
SPE 95 
Level 1 : Härtner
Level 1 : Aquahaubitze
Level 1 : V-Generator
Level 1 : Läuterfeuer
Level 1 : Flammenrad
Level 34: Inferno

060 Quapsel -> Quaputzi
HP  40 
ATK 50 
DEF 40 
SPA 40 
SPD 40 
SPE 90 
Level 1 : Schaufler
Level 1 : Juwelenkraft
Level 1 : Hydropumpe
Level 1 : Schlammbad
Level 5 : Erholung
Level 8 : Sprungfeder
Level 11: Eruption
Level 15: Biss
Level 18: Aquawelle
Level 21: Spukball
Level 25: Drachenstoß
Level 28: Draco Meteor
Level 31: Steinkante
Level 35: Kalkklinge
Level 38: Lake
Level 41: Krabbhammer
Egg Moves:
 - Windschnitt
 - Aquaknarre
 - Siedewasser
 - Kalkklinge
 - Bezirzer
 - Krabbhammer
 - Matschbombe
 - Fontränen
 - Durchbruch
 - Himmelhieb
 - Nassschweif
 - Wunderraum
 - Kanon

061 Quaputzi -> Quappo
HP  65 
ATK 65 
DEF 65 
SPA 50 
SPD 50 
SPE 90 
Level 1 : Kalkklinge
Level 1 : Aufruhr
Level 1 : Krabbhammer
Level 1 : Lake
Level 5 : Kreuzhieb
Level 8 : Doppelschlag
Level 11: Watteschild
Level 15: Sturzflug
Level 18: Nassschweif
Level 21: Pflücker
Level 27: Aquahaubitze
Level 32: Finte
Level 37: Blubbstrahl
Level 43: Bodyslam
Level 48: Wasserdüse
Level 53: Duonadel

062 Quappo ->  (no evolution)
HP  90 
ATK 85 
DEF 95 
SPA 70 
SPD 90 
SPE 70 
Level 1 : Nassschweif
Level 1 : Risikotackle
Level 1 : Gegenstoß
Level 1 : Kraftwelle
Level 32: Doppelkick
Level 43: Kalkklinge
Level 53: Wassersäulen

063 Abra -> Kadabra
HP  25 
ATK 20 
DEF 15 
SPA 105
SPD 55 
SPE 90 
Level 1 : Megakick
Level 1 : Psychostoß
Level 1 : Psystrahl
Level 1 : Urgesang
Egg Moves:
 - Psychostoß
 - Elektronetz
 - Hydropumpe
 - Flammenball
 - Hypnose
 - Zen-Kopfstoß
 - Spukball
 - Psychoklinge
 - Wunderraum
 - Herzstempel

064 Kadabra -> Simsala
HP  40 
ATK 35 
DEF 30 
SPA 120
SPD 70 
SPE 105
Level 1 : Wassersäulen
Level 1 : Aurorastrahl
Level 1 : Geschwätz
Level 1 : Psyschub
Level 16: Meteorologe
Level 18: Agilität
Level 22: Scheinwerfer
Level 24: Psychoklinge
Level 28: Blizzard
Level 30: Sorgensamen
Level 34: Psychoschock
Level 36: Kanon
Level 40: Feuersturm
Level 42: Doppelhieb
Level 46: Herzstempel
Level 48: Ladestrahl
Level 52: Teleport

065 Simsala ->  (no evolution)
HP  55 
ATK 50 
DEF 45 
SPA 135
SPD 85 
SPE 120
Level 1 : Flammenwurf
Level 1 : Mystoschwert
Level 1 : Finsteraura
Level 1 : Sondersensor
Level 16: Flammenball
Level 18: Megahieb
Level 22: Urgesang
Level 24: Zeitenlärm
Level 28: Donner
Level 30: Knochenkeule
Level 34: Megakick
Level 36: Blauflammen
Level 40: Kopfstoß
Level 42: Nachtflut
Level 46: Scheinwerfer
Level 48: Horrorblick
Level 52: Inferno

066 Machollo -> Maschock
HP  70 
ATK 80 
DEF 50 
SPA 35 
SPD 35 
SPE 35 
Level 1 : Psychoklinge
Level 1 : Hammerarm
Level 1 : Psychostoß
Level 1 : Kreuzhieb
Level 7 : Lohekanonade
Level 10: Psyschub
Level 13: Rapidschutz
Level 19: Lichtkanone
Level 22: Gegenschlag
Level 25: Bohrschnabel
Level 31: Delegator
Level 34: Wuchtschlag
Level 37: Meteorologe
Level 43: Doppelkick
Level 46: Donner
Level 49: Drachenrute
Egg Moves:
 - Protzer
 - Flammenball
 - Karateschlag
 - Wunderauge
 - Akrobatik
 - Himmelhieb
 - Zermalmklaue
 - Brandstempel
 - Vergeltung
 - Durchbruch
 - Drachenrute
 - Vielender
 - Überwurf
 - Sanctoklinge

067 Maschock -> Machomei
HP  80 
ATK 100
DEF 70 
SPA 50 
SPD 60 
SPE 45 
Level 1 : Karateschlag
Level 1 : Blättertanz
Level 1 : Drachenpuls
Level 1 : Mystoschwert
Level 7 : Rollentausch
Level 10: Fokusstoß
Level 13: Bezirzer
Level 19: Heimzahlung
Level 22: Ampelleuchte
Level 25: Überflutung
Level 32: Elektroball
Level 36: Sanctoklinge
Level 40: Dornkanone
Level 44: Vergeltung
Level 51: Nahkampf
Level 55: Ableithieb

068 Machomei ->  (no evolution)
HP  90 
ATK 130
DEF 80 
SPA 65 
SPD 85 
SPE 55 
Level 1 : Tackle
Level 1 : Kraftwelle
Level 1 : Drachenpuls
Level 1 : Krafttrick
Level 1 : Durchbruch
Level 7 : Luftstoß
Level 10: Hammerarm
Level 13: Groll
Level 19: Wassersäulen
Level 22: Stromstoß
Level 25: Nahkampf
Level 32: Hornattacke
Level 36: Aurasphäre
Level 40: Sturzflug
Level 44: Komprimator
Level 51: Sanctoklinge
Level 55: Vergeltung

069 Knofensa -> Ultrigaria
HP  50 
ATK 75 
DEF 35 
SPA 70 
SPD 30 
SPE 40 
Level 1 : Schlammwoge
Level 1 : Draco Meteor
Level 1 : Memento-Mori
Level 1 : Dampfwalze
Level 7 : Mystoschwert
Level 11: Gifthieb
Level 13: Herzstempel
Level 15: Scheinwerfer
Level 17: Giftschock
Level 23: Giftschweif
Level 27: Raub
Level 29: Fauna-Statue
Level 35: Bürde
Level 39: Offerte
Level 41: Giftstachel
Level 47: Bohrschnabel
Egg Moves:
 - Mülltreffer
 - Donnerschlag
 - Blattgeißel
 - Bürde
 - Bohrschnabel
 - Feuersäulen
 - Kanon
 - Sternenhieb
 - Sandgrab
 - Tempohieb
 - Gifthieb
 - Psychoschock
 - Urteilskraft

070 Ultrigaria -> Sarzenia
HP  65 
ATK 90 
DEF 50 
SPA 85 
SPD 45 
SPE 55 
Level 1 : Bohrschnabel
Level 1 : Matschbombe
Level 1 : Säure
Level 1 : Gigasauger
Level 7 : Giftschock
Level 11: Sternschauer
Level 13: Luftstoß
Level 15: Holzgeweih
Level 17: Flammenrad
Level 23: Rasierblatt
Level 27: Toxin
Level 29: Grasflöte
Level 35: Klärsmog
Level 39: Giftzahn
Level 41: Kugelsaat
Level 47: Krabbhammer

071 Sarzenia ->  (no evolution)
HP  80 
ATK 105
DEF 65 
SPA 100
SPD 60 
SPE 70 
Level 1 : Kanon
Level 1 : Feuersäulen
Level 1 : Einrollen
Level 1 : Eruption
Level 1 : Dornkanone
Level 1 : Klikkdiskus
Level 1 : Fassade
Level 27: Käfergebrumm
Level 47: Aurorastrahl
Level 47: Kugelsaat

072 Tentacha -> Tentoxa
HP  40 
ATK 40 
DEF 35 
SPA 50 
SPD 100
SPE 70 
Level 1 : Aquawelle
Level 1 : Durchbruch
Level 1 : Nassschweif
Level 1 : Klärsmog
Level 5 : Fontränen
Level 8 : Lawine
Level 12: Eruption
Level 15: Siedewasser
Level 19: Blubbstrahl
Level 22: Zeitenlärm
Level 26: Wassersäulen
Level 29: Vielender
Level 33: Spinnennetz
Level 36: Zornklinge
Level 40: Silberblick
Level 43: Kugelsaat
Level 47: Mülltreffer
Level 50: Kalkklinge
Level 54: Schlafrede
Egg Moves:
 - Grasmixer
 - Schlammbad
 - Wassersäulen
 - Siedewasser
 - Schlammwoge
 - Feuerfeger
 - Aquaknarre
 - Giftschock
 - Nassschweif
 - Blitzkanone
 - Drachenklaue

073 Tentoxa ->  (no evolution)
HP  80 
ATK 70 
DEF 65 
SPA 80 
SPD 120
SPE 100
Level 1 : Einrollen
Level 1 : Akrobatik
Level 1 : Kopfnuss
Level 1 : Sturzflug
Level 5 : Dunkelklaue
Level 8 : Eiszapfhagel
Level 12: Bergsturm
Level 15: Eiszeit
Level 19: Gifthieb
Level 22: Krabbhammer
Level 26: Biss
Level 29: Schemenkraft
Level 34: Kalkklinge
Level 38: Funkenflug
Level 43: Blubbstrahl
Level 47: Zauberblatt
Level 52: Kreuzhieb
Level 56: Säurespeier
Level 61: Donnerschlag

074 Kleinstein -> Georok
HP  40 
ATK 80 
DEF 100
SPA 30 
SPD 30 
SPE 20 
Level 1 : Knochmerang
Level 1 : Juwelenkraft
Level 1 : Drachenklaue
Level 1 : Kopfstoß
Level 4 : Lichtkanone
Level 8 : Schaufler
Level 11: Steinkante
Level 15: Lehmschelle
Level 18: Urgesang
Level 22: Schlagbohrer
Level 25: Funkensprung
Level 29: Zermalmklaue
Level 32: Lehmschuss
Level 36: Donnerschlag
Level 39: Sturzflug
Level 43: Eiszahn
Level 46: Erdbeben
Level 50: Knirscher
Egg Moves:
 - Psychokinese
 - Kraftschub
 - Eierbombe
 - Holzhammer
 - Schocksamen
 - Heilwoge
 - Zen-Kopfstoß
 - Schlagbefehl
 - Lehmsuhler

075 Georok -> Geowaz
HP  55 
ATK 95 
DEF 115
SPA 45 
SPD 45 
SPE 35 
Level 1 : Zermalmklaue
Level 1 : Krafttausch
Level 1 : Drachenrute
Level 1 : Schlitzer
Level 4 : Donner
Level 8 : Fokusstoß
Level 11: Wutanfall
Level 15: Felswerfer
Level 18: Flammenwurf
Level 22: Katapult
Level 27: Antik-Kraft
Level 31: Giftschweif
Level 36: Klärsmog
Level 42: Kraftkoloss
Level 47: Hornattacke
Level 53: Feuerzahn
Level 58: Lehmschuss
Level 64: Geschwätz

076 Geowaz ->  (no evolution)
HP  80 
ATK 110
DEF 130
SPA 55 
SPD 65 
SPE 45 
Level 1 : Dampfwalze
Level 1 : Felswerfer
Level 1 : Lehmschuss
Level 1 : Gewissheit
Level 4 : Juwelenkraft
Level 8 : Riechsalz
Level 11: Erdbeben
Level 15: Felswurf
Level 18: Schaufler
Level 22: Schlammbombe
Level 27: Schlagbohrer
Level 31: Katapult
Level 36: Sandgrab
Level 42: Kugelsaat
Level 47: Steinwurf
Level 53: Tackle
Level 58: Blitzschlag
Level 64: Nachthieb
Level 69: Knochmerang

077 Ponita -> Gallopa
HP  50 
ATK 85 
DEF 55 
SPA 65 
SPD 65 
SPE 90 
Level 1 : Felswerfer
Level 1 : Schocksamen
Level 1 : Konfusion
Level 1 : Eisenschweif
Level 4 : Knochenhatz
Level 9 : Windschnitt
Level 13: Wassersäulen
Level 17: Doppelschlag
Level 21: Irrschlag
Level 25: Gegenschlag
Level 29: Trickbetrug
Level 33: Hyperstrahl
Level 37: Giftschock
Level 41: Feuerfeger
Level 45: Flammenrad
Level 49: Akrobatik
Egg Moves:
 - Flammenblitz
 - Feuerschlag
 - Lichtkanone
 - Aurorastrahl
 - Feuerfeger
 - Groll
 - Flammenwurf
 - Wuchtschlag
 - Grasmixer
 - Energieball

078 Gallopa ->  (no evolution)
HP  65 
ATK 100
DEF 70 
SPA 80 
SPD 80 
SPE 105
Level 1 : Schaufler
Level 1 : Lavasturm
Level 1 : Inferno
Level 1 : Flammenwurf
Level 1 : Kreuzschere
Level 1 : Lohekanonade
Level 4 : Frostvolt
Level 9 : Flammenblitz
Level 13: Dampfwalze
Level 17: Gifthieb
Level 21: Vitalglocke
Level 25: Hitzewelle
Level 29: Feuerfeger
Level 33: Läuterfeuer
Level 37: Flammensturm
Level 40: Nachtflut
Level 41: Feuerzahn
Level 45: Nitroladung
Level 49: Drachenstoß

079 Flegmon -> Lahmus
HP  90 
ATK 65 
DEF 65 
SPA 40 
SPD 40 
SPE 15 
Level 1 : Flügelschlag
Level 1 : Kalkklinge
Level 1 : Nassschweif
Level 1 : Herzstempel
Level 5 : Konfusion
Level 9 : Donner
Level 14: Antik-Kraft
Level 19: Panzerschutz
Level 23: Nachthieb
Level 28: Psychostoß
Level 32: Hydropumpe
Level 36: Psyschub
Level 41: Zen-Kopfstoß
Level 45: Fassade
Level 49: Silberblick
Level 54: Psychokinese
Level 58: Psychoklinge
Egg Moves:
 - Psychostoß
 - Krabbhammer
 - Schaufler
 - Kraxler
 - Risikotackle
 - Kalkklinge
 - Klärsmog
 - Konfusion
 - Geschwätz
 - Luftschnitt

080 Lahmus ->  (no evolution)
HP  95 
ATK 75 
DEF 110
SPA 100
SPD 80 
SPE 30 
Level 1 : Hydropumpe
Level 1 : Feuerschlag
Level 1 : Psystrahl
Level 1 : Scheinwerfer
Level 5 : Klingensturm
Level 9 : Wunderauge
Level 14: Eisstrahl
Level 19: Zen-Kopfstoß
Level 23: Steinkante
Level 28: Konfusion
Level 32: Nassmacher
Level 36: Aero-Ass
Level 37: Luftstoß
Level 43: Bauchtrommel
Level 49: Kreuzdonner
Level 55: Sternenhieb
Level 62: Siedewasser
Level 68: Feuerreigen

081 Magnetilo -> Magneton
HP  25 
ATK 35 
DEF 70 
SPA 95 
SPD 55 
SPE 45 
Level 1 : Kismetwunsch
Level 1 : Donnerzahn
Level 1 : Stromstoß
Level 1 : Eruption
Level 4 : Donnerblitz
Level 7 : Giftschock
Level 11: Metallklaue
Level 15: Inferno
Level 18: Eisenschädel
Level 21: Feuersäulen
Level 25: Überkopfwurf
Level 29: Blitzschlag
Level 32: Schemenkraft
Level 35: Voltwechsel
Level 39: Eisenschweif
Level 43: Ampelleuchte
Level 46: Lichtkanone
Level 49: Hagelsturm
Level 53: Klikkdiskus
Level 57: Sprungkick

082 Magneton -> Magnezone
HP  50 
ATK 60 
DEF 95 
SPA 120
SPD 70 
SPE 70 
Level 1 : Steinwurf
Level 1 : Ladungsstoß
Level 1 : Lichtkanone
Level 1 : Patronenhieb
Level 1 : Metallklaue
Level 4 : Blauflammen
Level 7 : Eissturm
Level 11: Schnabel
Level 15: Stahlflügel
Level 18: Inferno
Level 21: Eisenschweif
Level 25: Drachenrute
Level 29: Schockwelle
Level 34: Rammboss
Level 39: Solarstrahl
Level 45: Voltwechsel
Level 51: Aquawelle
Level 56: Pflanzsäulen
Level 62: Donnerblitz
Level 67: Ränkeschmied
Level 73: Autotomie

083 Porenta ->  (no evolution)
HP  52 
ATK 65 
DEF 55 
SPA 58 
SPD 62 
SPE 60 
Level 1 : Blättertanz
Level 1 : Orkan
Level 1 : Eishieb
Level 1 : Aufruhr
Level 1 : Sondersensor
Level 7 : Schmeichler
Level 9 : Zermalmklaue
Level 13: Windstoß
Level 19: Klauenwetzer
Level 21: Spinnennetz
Level 25: Hitzekoller
Level 31: Schlagbohrer
Level 33: Freier Fall
Level 37: Luftstoß
Level 43: Donner
Level 45: Geschwätz
Level 49: Zeitenlärm
Level 55: Sturzflug
Egg Moves:
 - Gigasauger
 - Psychoklinge
 - Klingensturm
 - Risikotackle
 - Lunartanz
 - Flammensturm
 - Ruckzuckhieb
 - Orkan
 - Siedewasser
 - Magensäfte
 - Aquawelle
 - Schnabel
 - Geschwätz
 - Ladungsstoß
 - Doppelschlag

084 Dodu -> Dodri
HP  35 
ATK 85 
DEF 45 
SPA 35 
SPD 35 
SPE 75 
Level 1 : Riechsalz
Level 1 : Schlitzer
Level 1 : Kreuzflamme
Level 1 : Eissturm
Level 5 : Stromstoß
Level 10: Sturzflug
Level 14: Schlagbefehl
Level 19: Eisspeer
Level 23: Scheinwerfer
Level 28: Geschwätz
Level 32: Ableithieb
Level 37: Knochmerang
Level 41: Akrobatik
Level 46: Lawine
Level 50: Kanon
Egg Moves:
 - Frustration
 - Himmelsfeger
 - Erstauner
 - Aufruhr
 - Fontränen
 - Eiszeit
 - Kreuzflamme
 - Scheinwerfer
 - Megakick
 - Schemenkraft

085 Dodri ->  (no evolution)
HP  60 
ATK 110
DEF 70 
SPA 60 
SPD 60 
SPE 100
Level 1 : Übernahme
Level 1 : Windschnitt
Level 1 : Donnerzahn
Level 1 : Blättertanz
Level 1 : Orkan
Level 5 : Schädelwumme
Level 10: Hyperzahn
Level 14: Bohrschnabel
Level 19: Heimzahlung
Level 23: Bodycheck
Level 28: Wuchtschlag
Level 34: Finte
Level 41: Geschwätz
Level 47: Funkensprung
Level 54: Schemenkraft
Level 60: Gewissheit

086 Jurob -> Jugong
HP  65 
ATK 45 
DEF 55 
SPA 45 
SPD 70 
SPE 45 
Level 1 : Klärsmog
Level 1 : Scheinwerfer
Level 1 : Blubbstrahl
Level 1 : Vergeltung
Level 3 : Psychokinese
Level 7 : Wasserdüse
Level 11: Siedewasser
Level 13: Hitzewelle
Level 17: Kalkklinge
Level 21: Aquahaubitze
Level 23: Triplette
Level 27: Kraftkoloss
Level 31: Nachtnebel
Level 33: Krabbhammer
Level 37: Seher
Level 41: Wirbelwind
Level 43: Karateschlag
Level 47: Kreuzflamme
Level 51: Nassschweif
Level 53: Kopfnuss
Egg Moves:
 - Nassschweif
 - Fontränen
 - Blizzard
 - Flammenrad
 - Blubbstrahl
 - Akrobatik
 - Feuersäulen
 - Lichtkanone
 - Krabbhammer
 - Lake
 - Fuchtler
 - Wassersäulen
 - Aquaknarre
 - Aquawelle
 - Siedewasser

087 Jugong ->  (no evolution)
HP  90 
ATK 70 
DEF 80 
SPA 70 
SPD 95 
SPE 70 
Level 1 : Käferbiss
Level 1 : Krabbhammer
Level 1 : Psychoschock
Level 1 : Nebelball
Level 3 : Wassersäulen
Level 7 : Aquahaubitze
Level 11: Frostbeule
Level 13: Eisspeer
Level 17: Aquawelle
Level 21: Fontränen
Level 23: Gifthieb
Level 27: Doppelkick
Level 31: Klingensturm
Level 33: Luftstoß
Level 34: Aero-Ass
Level 39: Eiszapfhagel
Level 45: Blubbstrahl
Level 49: Siedewasser
Level 55: Blättersturm
Level 61: Eishieb
Level 65: Lawine

088 Sleima -> Sleimok
HP  80 
ATK 80 
DEF 50 
SPA 40 
SPD 50 
SPE 25 
Level 1 : Holzhammer
Level 1 : Feuerodem
Level 1 : Frosthauch
Level 1 : Flügelschlag
Level 4 : V-Generator
Level 7 : Kehrschelle
Level 12: Kopfstoß
Level 15: Geheimpower
Level 18: Giftschweif
Level 21: Bohrschnabel
Level 26: Wuchtschlag
Level 29: Fußkick
Level 32: Giftzahn
Level 37: Fokusstoß
Level 40: Genesung
Level 43: Gifthieb
Level 48: Energieball
Egg Moves:
 - Giftzahn
 - Smog
 - Läuterfeuer
 - Rasierblatt
 - Gifthieb
 - Einrollen
 - Stachler
 - Giftschweif
 - Giftstreich
 - Schlammwoge
 - Gegenstoß
 - Mülltreffer

089 Sleimok ->  (no evolution)
HP  105
ATK 105
DEF 75 
SPA 65 
SPD 100
SPE 50 
Level 1 : Klärsmog
Level 1 : Seitentausch
Level 1 : Silberhauch
Level 1 : Lavasturm
Level 4 : Schlammwoge
Level 7 : Mülltreffer
Level 12: Giftschweif
Level 15: Kraftkoloss
Level 18: Risikotackle
Level 21: Fassade
Level 26: Säure
Level 29: Matschbombe
Level 32: Tempohieb
Level 37: Gigastoß
Level 43: Sternschauer
Level 49: Überwurf
Level 57: Gifthieb

090 Muschas -> Austos
HP  30 
ATK 65 
DEF 100
SPA 45 
SPD 25 
SPE 40 
Level 1 : Aurorastrahl
Level 1 : Siedewasser
Level 1 : Eisspeer
Level 1 : Blubbstrahl
Level 4 : Rasierblatt
Level 8 : Zermalmklaue
Level 13: Ableithieb
Level 16: Krabbhammer
Level 20: Eisenschweif
Level 25: Hydropumpe
Level 28: Nahkampf
Level 32: Frostvolt
Level 37: Wasserdüse
Level 40: Fauna-Statue
Level 44: Nassmacher
Level 49: Raumschlag
Level 52: Nassschweif
Level 56: Schlammbad
Level 61: Grasmixer
Egg Moves:
 - Donnerblitz
 - Lake
 - Hydropumpe
 - Feuerfeger
 - Nassschweif
 - Sturzflug
 - Schocksamen
 - Kalkklinge
 - Krabbhammer
 - Wasserdüse
 - Herzstempel
 - Techblaster

091 Austos ->  (no evolution)
HP  50 
ATK 95 
DEF 180
SPA 85 
SPD 45 
SPE 70 
Level 1 : Giftschock
Level 1 : Siedewasser
Level 1 : Sondersensor
Level 1 : Krabbhammer
Level 1 : Sprungkick
Level 13: Frosthauch
Level 28: Megakick
Level 52: Feuersturm

092 Nebulak -> Alpollo
HP  30 
ATK 35 
DEF 30 
SPA 100
SPD 35 
SPE 80 
Level 1 : Sternschauer
Level 1 : Unheilböen
Level 1 : Blizzard
Level 1 : Kraftkoloss
Level 5 : Finsterfaust
Level 8 : Psystrahl
Level 12: Feuersturm
Level 15: Pflücker
Level 19: Schattenstoß
Level 22: Aurorastrahl
Level 26: Lake
Level 29: Käfergebrumm
Level 33: Stahlflügel
Level 36: Mystoschwert
Level 40: Schallwelle
Level 43: Pflanzsäulen
Level 47: Bürde
Egg Moves:
 - Einrollen
 - Unheilböen
 - Ladestrahl
 - Siedewasser
 - Seitentausch
 - Flammensturm
 - Herzstempel
 - Schlammwoge
 - Zauberblatt
 - Groll
 - Raumschlag
 - Schallwelle

093 Alpollo -> Gengar
HP  45 
ATK 50 
DEF 45 
SPA 115
SPD 55 
SPE 95 
Level 1 : Donnerblitz
Level 1 : Finsterfaust
Level 1 : Blitzkanone
Level 1 : Matschbombe
Level 5 : Frustration
Level 8 : Schlammwoge
Level 12: Aquahaubitze
Level 15: Windschnitt
Level 19: Spukball
Level 22: Flammenrad
Level 25: Giftstreich
Level 28: Mülltreffer
Level 33: Draco Meteor
Level 39: Kugelsaat
Level 44: Klärsmog
Level 50: Lichtschild
Level 55: Schlammbad
Level 61: Aurasphäre

094 Gengar ->  (no evolution)
HP  60 
ATK 65 
DEF 60 
SPA 130
SPD 75 
SPE 110
Level 1 : Urgesang
Level 1 : Hyperstrahl
Level 1 : Windschnitt
Level 1 : Energieball
Level 5 : Schemenkraft
Level 8 : Bürde
Level 12: Dunkelklaue
Level 15: Schocksamen
Level 19: Finsterfaust
Level 22: Blitzschlag
Level 25: Magensäfte
Level 28: Unheilböen
Level 33: Techblaster
Level 39: Brüller
Level 44: Tackle
Level 50: Eisstrahl
Level 55: Nachspiel
Level 61: Spukball

095 Onix -> Stahlos
HP  35 
ATK 45 
DEF 160
SPA 30 
SPD 45 
SPE 70 
Level 1 : Hyperzahn
Level 1 : Megakick
Level 1 : Juwelenkraft
Level 1 : Antik-Kraft
Level 4 : Wasserdüse
Level 7 : Felswurf
Level 10: Feuerfeger
Level 13: Steinhagel
Level 16: Katapult
Level 19: Knochmerang
Level 22: Knochenhatz
Level 25: Zen-Kopfstoß
Level 28: Steinkante
Level 31: Felswerfer
Level 34: Schlammbombe
Level 37: Schaufler
Level 40: Durchbruch
Level 43: Hyperstrahl
Level 46: Zeitenlärm
Level 49: Holzhammer
Level 52: Steinpolitur
Egg Moves:
 - Zen-Kopfstoß
 - Holzgeweih
 - Schlagbohrer
 - Windhose
 - Fauna-Statue
 - Schaufler
 - Dampfwalze
 - Juwelenkraft

096 Traumato -> Hypno
HP  60 
ATK 48 
DEF 45 
SPA 43 
SPD 90 
SPE 42 
Level 1 : Schemenkraft
Level 1 : Meteorologe
Level 1 : Pflanzsäulen
Level 1 : Psychoklinge
Level 5 : Psychokinese
Level 9 : Sondersensor
Level 13: Schlagbohrer
Level 17: Kanon
Level 21: Läuterfeuer
Level 25: Herzstempel
Level 29: Scheinwerfer
Level 33: Traumfresser
Level 37: Vergeltung
Level 41: Zen-Kopfstoß
Level 45: Psybann
Level 49: Käfergebrumm
Level 53: Kraftschub
Level 57: Nebelball
Level 61: Blättertanz
Egg Moves:
 - Solarstrahl
 - Psychokinese
 - Psychoschock
 - Juwelenkraft
 - Psyschub
 - Wuchtschlag
 - Psychostoß
 - Zen-Kopfstoß
 - Herzstempel
 - Tackle
 - Amnesie
 - Kehrtwende

097 Hypno ->  (no evolution)
HP  85 
ATK 73 
DEF 70 
SPA 73 
SPD 115
SPE 67 
Level 1 : Zeitenlärm
Level 1 : Kalkklinge
Level 1 : Juwelenkraft
Level 1 : Psychostoß
Level 1 : Zen-Kopfstoß
Level 1 : Flammenwurf
Level 5 : Psystrahl
Level 9 : Kreuzflamme
Level 13: Hydropumpe
Level 17: Biss
Level 21: Spaßkanone
Level 25: Psychoklinge
Level 29: Konfusion
Level 33: Psychoschock
Level 37: Schlagbefehl
Level 41: Umklammerung
Level 45: Sondersensor
Level 49: Falterreigen
Level 53: Herzstempel
Level 57: Holzhammer
Level 61: Stromstoß

098 Krabby -> Kingler
HP  30 
ATK 105
DEF 90 
SPA 25 
SPD 25 
SPE 50 
Level 1 : Geschwätz
Level 1 : Wasserdüse
Level 1 : Krabbhammer
Level 1 : Siedewasser
Level 5 : Schnapper
Level 9 : Aquahaubitze
Level 11: Hydropumpe
Level 15: Kalkklinge
Level 19: Dunkelklaue
Level 21: Blitzkanone
Level 25: Fontränen
Level 29: Pflanzsäulen
Level 31: Nassschweif
Level 35: Freier Fall
Level 39: Fegekick
Level 41: Lake
Level 45: Regentanz
Egg Moves:
 - V-Generator
 - Gegenstoß
 - Metallklaue
 - Blubber
 - Nassschweif
 - Kalkklinge
 - Fontränen
 - Zermalmklaue
 - Schaufler
 - Schweifglanz
 - Krabbhammer

099 Kingler ->  (no evolution)
HP  55 
ATK 130
DEF 115
SPA 50 
SPD 50 
SPE 75 
Level 1 : Giftpuder
Level 1 : Windschnitt
Level 1 : Siedewasser
Level 1 : Holzgeweih
Level 1 : Hydropumpe
Level 5 : Fontränen
Level 9 : Nassschweif
Level 11: Knirscher
Level 15: Ladungsstoß
Level 19: Aquahaubitze
Level 21: Aquawelle
Level 25: Kalkklinge
Level 32: Lake
Level 37: Panzerschutz
Level 44: Krabbhammer
Level 51: Eiseskälte
Level 56: Gigasauger
Level 63: Stromstoß

100 Voltobal -> Lektrobal
HP  40 
ATK 30 
DEF 50 
SPA 55 
SPD 55 
SPE 100
Level 1 : Sandsturm
Level 1 : Funkensprung
Level 1 : Finsterfaust
Level 1 : Lichtkanone
Level 5 : Hitzewelle
Level 8 : Flammenball
Level 12: Holzgeweih
Level 15: Magnetflug
Level 19: Kehrtwende
Level 22: Voltwechsel
Level 26: Zeitenlärm
Level 29: Donnerzahn
Level 33: Nachspiel
Level 36: Blitzkanone
Level 40: Elektronetz
Level 43: Hydropumpe
Level 47: Klingensturm
Level 50: Energieball

101 Lektrobal ->  (no evolution)
HP  60 
ATK 50 
DEF 70 
SPA 80 
SPD 80 
SPE 140
Level 1 : Aquawelle
Level 1 : Eishieb
Level 1 : Octazooka
Level 1 : Ampelleuchte
Level 5 : Triplette
Level 8 : Sprungfeder
Level 12: Ladevorgang
Level 15: Donnerblitz
Level 19: Ladungsstoß
Level 22: Giftblick
Level 26: Energieball
Level 29: Schockwelle
Level 35: Blitzkanone
Level 40: Klingensturm
Level 46: Elektronetz
Level 51: Luftstoß
Level 57: Durchbruch
Level 62: Frostvolt

102 Owei -> Kokowei
HP  60 
ATK 40 
DEF 80 
SPA 60 
SPD 45 
SPE 40 
Level 1 : Bohrschnabel
Level 1 : Sondersensor
Level 1 : Traumfresser
Level 1 : Wassersäulen
Level 7 : Schlammwoge
Level 11: Feuerzahn
Level 17: Konfusion
Level 19: Blizzard
Level 21: Blitzschlag
Level 23: Giftpuder
Level 27: Zauberblatt
Level 33: Standpauke
Level 37: Charme
Level 43: Solarstrahl
Level 47: Psychoklinge
