Randomizer Version: 4.6.0
Random Seed: 58742429271623
Settings String: 321aRgEejHAAnkCcwGyvBCeAxliMgMAFAA9CQABugAAAAAAAgCI5ATkzKcJCTIHBwTkUQUQCVBva2Vtb24gWaOSWAfjwziK

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
HP  50 
ATK 40 
DEF 85 
SPA 40 
SPD 65 
SPE 25 
Level 1 : Leech Life
Level 1 : Payback
Level 1 : Twineedle
Level 1 : Poison Tail
Level 4 : Heart Stamp
Level 8 : Magnet Bomb
Level 13: Soft-Boiled
Level 16: Flatter
Level 20: Double Kick
Level 25: Luster Purge
Level 28: Dual Chop
Level 32: Dragon Claw
Level 37: Flamethrower
Level 40: Psychic
Level 44: Moonblast
Level 49: Dynamic Punch
Level 50: Flare Blitz
Level 56: Boomburst
Egg Moves:
 - Sludge Wave
 - Heal Order
 - X-Scissor
 - Leaf Tornado
 - Attack Order
 - Struggle Bug
 - Blast Burn
 - Signal Beam
 - Twineedle
 - Sunny Day

617 Accelgor ->  (no evolution)
HP  80 
ATK 70 
DEF 40 
SPA 100
SPD 60 
SPE 145
Level 1 : Infestation
Level 1 : Sharpen
Level 1 : Twineedle
Level 1 : Struggle Bug
Level 1 : Aurora Beam
Level 1 : U-turn
Level 4 : Retaliate
Level 8 : Smelling Salts
Level 13: Signal Beam
Level 16: Pin Missile
Level 20: Drill Peck
Level 25: Trick Room
Level 28: Bug Buzz
Level 32: Focus Blast
Level 37: Embargo
Level 40: Techno Blast
Level 44: Megahorn
Level 49: Psycho Boost
Level 52: Sticky Web
Level 56: Blast Burn

618 Stunfisk ->  (no evolution)
HP  109
ATK 66 
DEF 84 
SPA 81 
SPD 99 
SPE 32 
Level 1 : Barrage
Level 1 : Mud Shot
Level 1 : Electroweb
Level 1 : Flame Wheel
Level 1 : Air Cutter
Level 1 : Glaciate
Level 5 : Chatter
Level 9 : Thunder Fang
Level 13: Thunder Punch
Level 17: Yawn
Level 21: Drill Run
Level 25: Earth Power
Level 30: Sludge Bomb
Level 35: Thousand Waves
Level 40: Ice Beam
Level 45: Thunder
Level 50: Brave Bird
Level 55: Psycho Boost
Level 61: Gastro Acid
Egg Moves:
 - Fissure
 - Acupressure
 - Iron Head
 - Mega Kick
 - Bolt Strike
 - Aura Sphere
 - Fusion Bolt
 - V-create
 - Flare Blitz
 - Counter
 - Hydro Cannon
 - Lunar Dance

619 Mienfoo -> Mienshao
HP  45 
ATK 85 
DEF 50 
SPA 55 
SPD 50 
SPE 65 
Level 1 : Air Cutter
Level 1 : Revenge
Level 1 : Ancient Power
Level 1 : Rolling Kick
Level 5 : Brine
Level 9 : Headbutt
Level 13: Dizzy Punch
Level 17: Luster Purge
Level 21: Brick Break
Level 25: Signal Beam
Level 29: Drill Run
Level 33: Psyshock
Level 37: Secret Sword
Level 41: Thunderbolt
Level 45: Thousand Waves
Level 49: Searing Shot
Level 50: Hammer Arm
Level 57: Focus Blast
Level 61: Quick Guard
Egg Moves:
 - Signal Beam
 - Poison Sting
 - Triple Kick
 - U-turn
 - Drill Run
 - Bulk Up
 - Hammer Arm
 - Yawn
 - Wood Hammer

620 Mienshao ->  (no evolution)
HP  65 
ATK 125
DEF 60 
SPA 95 
SPD 60 
SPE 105
Level 1 : Parabolic Charge
Level 1 : Revenge
Level 1 : Needle Arm
Level 1 : Brick Break
Level 1 : Razor Shell
Level 1 : Horn Leech
Level 5 : Sleep Powder
Level 9 : Aura Sphere
Level 13: Quick Guard
Level 17: Perish Song
Level 21: Flash Cannon
Level 25: Low Kick
Level 29: Flying Press
Level 33: Secret Sword
Level 37: Sky Uppercut
Level 41: Sacred Sword
Level 45: Bug Buzz
Level 49: Hammer Arm
Level 56: Close Combat
Level 63: Focus Blast
Level 70: Double-Edge

621 Druddigon ->  (no evolution)
HP  77 
ATK 120
DEF 90 
SPA 60 
SPD 90 
SPE 48 
Level 1 : Twister
Level 1 : Tackle
Level 1 : Dragon Dance
Level 1 : Charge Beam
Level 5 : Magnetic Flux
Level 9 : Dragon Breath
Level 13: Magnet Bomb
Level 18: Steamroller
Level 21: Double Hit
Level 25: Steel Wing
Level 27: Dual Chop
Level 31: Dragon Claw
Level 35: Secret Sword
Level 40: Hyper Voice
Level 45: Dragon Rush
Level 49: Spore
Level 55: Power Whip
Level 62: Roar of Time
Egg Moves:
 - Dazzling Gleam
 - Thunder
 - Dragon Dance
 - Flail
 - Outrage
 - Dual Chop
 - Head Smash
 - Dragon Tail
 - Hyper Fang
 - Dragon Claw
 - Aerial Ace

622 Golett -> Golurk
HP  59 
ATK 74 
DEF 50 
SPA 35 
SPD 50 
SPE 35 
Level 1 : Magnitude
Level 1 : Smack Down
Level 1 : Entrainment
Level 1 : Mud Shot
Level 5 : Night Shade
Level 9 : Bite
Level 13: Dizzy Punch
Level 17: Reflect Type
Level 21: Shadow Ball
Level 25: Attack Order
Level 30: Phantom Force
Level 35: Grass Whistle
Level 40: Land’s Wrath
Level 45: Earthquake
Level 50: Hammer Arm
Level 55: Shadow Force

623 Golurk ->  (no evolution)
HP  89 
ATK 124
DEF 80 
SPA 55 
SPD 80 
SPE 55 
Level 1 : Fake Tears
Level 1 : Parabolic Charge
Level 1 : Double Kick
Level 1 : Psybeam
Level 1 : Venoshock
Level 1 : Night Slash
Level 5 : Shadow Claw
Level 9 : Headbutt
Level 13: Heal Order
Level 17: Dig
Level 21: Tri Attack
Level 25: Sand Attack
Level 30: Thousand Waves
Level 35: Thousand Arrows
Level 40: Phantom Force
Level 43: Earthquake
Level 50: Hammer Arm
Level 60: Thunder
Level 70: Shadow Force
Level 75: Hyper Beam

624 Pawniard -> Bisharp
HP  45 
ATK 85 
DEF 70 
SPA 40 
SPD 40 
SPE 60 
Level 1 : Pursuit
Level 1 : Metal Claw
Level 1 : Snarl
Level 1 : Acrobatics
Level 6 : Assurance
Level 9 : Thief
Level 14: Seismic Toss
Level 17: Horn Attack
Level 22: Bone Club
Level 25: Night Slash
Level 30: Luster Purge
Level 33: Crunch
Level 38: Celebrate
Level 41: Power Gem
Level 46: Dig
Level 49: Flash Cannon
Level 54: Aqua Tail
Level 57: Foul Play
Level 62: Gear Grind
Egg Moves:
 - Soft-Boiled
 - Quash
 - Iron Head
 - Oblivion Wing
 - Snatch
 - Night Daze
 - Bullet Seed
 - Gear Grind

625 Bisharp ->  (no evolution)
HP  65 
ATK 125
DEF 100
SPA 60 
SPD 70 
SPE 70 
Level 1 : Twineedle
Level 1 : Payback
Level 1 : Thief
Level 1 : Magnet Bomb
Level 1 : Magical Leaf
Level 1 : Bite
Level 1 : Ice Punch
Level 6 : Crunch
Level 9 : Synthesis
Level 14: Icicle Crash
Level 17: Dragon Pulse
Level 22: Attack Order
Level 25: Meteor Mash
Level 30: Embargo
Level 33: Helping Hand
Level 38: Wild Charge
Level 41: Foul Play
Level 46: Gear Grind
Level 49: Power Whip
Level 57: Dark Void
Level 63: Bolt Strike
Level 71: Psycho Boost

626 Bouffalant ->  (no evolution)
HP  95 
ATK 110
DEF 95 
SPA 40 
SPD 95 
SPE 55 
Level 1 : Constrict
Level 1 : Dragon Tail
Level 1 : Needle Arm
Level 1 : Sky Drop
Level 6 : Round
Level 11: Octazooka
Level 16: Brine
Level 21: Ice Fang
Level 26: Headbutt
Level 31: Double Hit
Level 36: Hyper Fang
Level 41: Double-Edge
Level 46: Sticky Web
Level 50: Wish
Level 56: Draco Meteor
Level 61: Head Smash
Egg Moves:
 - Sky Drop
 - Electro Ball
 - Oblivion Wing
 - Hidden Power
 - Double Hit
 - Headbutt
 - Relic Song
 - Head Charge
 - Dizzy Punch

627 Rufflet -> Braviary
HP  70 
ATK 83 
DEF 50 
SPA 37 
SPD 50 
SPE 60 
Level 1 : Wrap
Level 1 : Smack Down
Level 1 : Aerial Ace
Level 1 : Incinerate
Level 5 : Nature Power
Level 10: Crush Grip
Level 14: Double Hit
Level 19: Air Slash
Level 23: Oblivion Wing
Level 28: Scald
Level 32: Drill Peck
Level 37: Mean Look
Level 41: Attack Order
Level 46: Egg Bomb
Level 50: Hydro Pump
Level 55: Mega Kick
Level 59: Ice Burn
Level 64: Psycho Boost

628 Braviary ->  (no evolution)
HP  100
ATK 123
DEF 75 
SPA 57 
SPD 75 
SPE 80 
Level 1 : Rage
Level 1 : Gust
Level 1 : Mirror Move
Level 1 : Twineedle
Level 1 : Acrobatics
Level 1 : Silver Wind
Level 1 : Sky Drop
Level 1 : Aerial Ace
Level 5 : Spike Cannon
Level 10: Feather Dance
Level 14: Wake-Up Slap
Level 19: Roost
Level 23: Air Slash
Level 28: Horn Leech
Level 32: Hyper Fang
Level 37: Dual Chop
Level 41: Drill Peck
Level 46: Flying Press
Level 50: Dive
Level 51: Aeroblast
Level 57: Hurricane
Level 63: Brave Bird
Level 70: Techno Blast

629 Vullaby -> Mandibuzz
HP  70 
ATK 55 
DEF 75 
SPA 45 
SPD 65 
SPE 60 
Level 1 : Payback
Level 1 : Snarl
Level 1 : Assurance
Level 1 : Glaciate
Level 5 : Knock Off
Level 10: Low Sweep
Level 14: Guard Swap
Level 19: Night Slash
Level 23: Thunder Punch
Level 28: Air Slash
Level 32: Crunch
Level 37: Dark Pulse
Level 41: Sweet Scent
Level 46: Discharge
Level 50: Night Daze
Level 55: Body Slam
Level 59: Diamond Storm
Level 64: Brave Bird
Egg Moves:
 - Grass Pledge
 - Snarl
 - Boomburst
 - Air Slash
 - Doom Desire
 - Dragon Tail
 - Swagger

630 Mandibuzz ->  (no evolution)
HP  110
ATK 65 
DEF 105
SPA 55 
SPD 95 
SPE 80 
Level 1 : Wonder Room
Level 1 : Leer
Level 1 : Mega Drain
Level 1 : Snarl
Level 1 : Feint Attack
Level 1 : Circle Throw
Level 1 : Assurance
Level 1 : Sky Drop
Level 5 : Psybeam
Level 10: Night Slash
Level 14: Dizzy Punch
Level 19: Horn Leech
Level 23: Thunder Punch
Level 28: Hone Claws
Level 32: Bullet Seed
Level 37: Aura Sphere
Level 41: Dark Pulse
Level 46: Tri Attack
Level 50: Grass Pledge
Level 51: Night Daze
Level 57: Steam Eruption
Level 63: Freeze Shock
Level 70: Sky Attack

631 Heatmor ->  (no evolution)
HP  85 
ATK 97 
DEF 66 
SPA 105
SPD 66 
SPE 65 
Level 1 : Flame Charge
Level 1 : Psywave
Level 1 : Flame Wheel
Level 1 : Shock Wave
Level 1 : Incinerate
Level 6 : Aurora Beam
Level 11: Fire Fang
Level 16: Chatter
Level 21: Steel Wing
Level 26: Double Hit
Level 31: Copycat
Level 36: Extrasensory
Level 41: Thunderbolt
Level 44: Foul Play
Level 47: Crabhammer
Level 50: Fusion Flare
Level 50: Head Charge
Level 50: Eruption
Level 61: Frenzy Plant
Egg Moves:
 - Dazzling Gleam
 - Incinerate
 - Inferno
 - Ice Punch
 - V-create
 - Powder Snow
 - Absorb
 - Flame Burst
 - Flame Charge
 - Reversal
 - Mud Shot

632 Durant ->  (no evolution)
HP  58 
ATK 109
DEF 112
SPA 48 
SPD 48 
SPE 109
Level 1 : Flame Charge
Level 1 : Dragon Breath
Level 1 : Signal Beam
Level 1 : Fire Punch
Level 1 : Rock Slide
Level 6 : Shadow Ball
Level 11: Flash Cannon
Level 16: Dark Pulse
Level 21: Iron Head
Level 26: Meteor Mash
Level 31: Bug Buzz
Level 36: Rest
Level 41: Tailwind
Level 46: Iron Tail
Level 51: Judgment
Level 56: Guillotine
Level 61: Amnesia
Level 66: Leaf Storm
Egg Moves:
 - Flame Charge
 - Razor Leaf
 - Wood Hammer
 - Iron Tail
 - Thunderbolt
 - Silver Wind

633 Deino -> Zweilous
HP  52 
ATK 65 
DEF 50 
SPA 45 
SPD 50 
SPE 38 
Level 1 : Thief
Level 1 : Bulldoze
Level 1 : Dragon Tail
Level 1 : Retaliate
Level 4 : Wake-Up Slap
Level 9 : Dual Chop
Level 12: Dark Pulse
Level 17: Gastro Acid
Level 20: Crunch
Level 25: Slack Off
Level 28: Dragon Pulse
Level 32: Wide Guard
Level 38: Night Daze
Level 42: Dynamic Punch
Level 48: Outrage
Level 50: Volt Tackle
Level 58: Embargo
Level 62: Superpower
Egg Moves:
 - Hydro Cannon
 - Headbutt
 - Chatter
 - Bite
 - Sacred Sword
 - Dragon Pulse
 - Extrasensory
 - Dragon Dance
 - Beat Up
 - Assurance

634 Zweilous -> Hydreigon
HP  72 
ATK 85 
DEF 70 
SPA 65 
SPD 70 
SPE 58 
Level 1 : Nightmare
Level 1 : Payback
Level 1 : Electroweb
Level 1 : Snarl
Level 4 : Swift
Level 9 : Feint Attack
Level 12: Hex
Level 17: Night Slash
Level 20: Dragon Claw
Level 25: Drill Run
Level 28: Dark Pulse
Level 32: Fire Pledge
Level 38: Night Daze
Level 42: Thunderbolt
Level 48: Reflect
Level 55: Crabhammer
Level 64: Spacial Rend
Level 71: Psycho Boost

635 Hydreigon ->  (no evolution)
HP  92 
ATK 105
DEF 90 
SPA 125
SPD 90 
SPE 98 
Level 1 : Peck
Level 1 : Draining Kiss
Level 1 : Snarl
Level 1 : Bug Bite
Level 1 : Hone Claws
Level 1 : Dragon Breath
Level 4 : Low Sweep
Level 9 : Oblivion Wing
Level 12: Haze
Level 17: Dark Pulse
Level 20: Spacial Rend
Level 25: Sheer Cold
Level 28: Blizzard
Level 32: Snatch
Level 38: Petal Dance
Level 42: Outrage
Level 48: Dragon Dance
Level 55: Draco Meteor
Level 68: Ice Burn
Level 79: Super Fang

636 Larvesta -> Volcarona
HP  55 
ATK 85 
DEF 55 
SPA 50 
SPD 55 
SPE 60 
Level 1 : Tackle
Level 1 : Ominous Wind
Level 1 : Aurora Beam
Level 1 : U-turn
Level 10: Smelling Salts
Level 20: Giga Drain
Level 30: Dragon Claw
Level 40: Dive
Level 50: Sacred Sword
Level 60: Psychic
Level 70: Cross Chop
Level 80: Flare Blitz
Level 90: High Jump Kick
Level 100: Sleep Powder
Egg Moves:
 - Razor Shell
 - Land’s Wrath
 - Inferno
 - Fusion Bolt
 - Sticky Web
 - Struggle Bug
 - Clear Smog

637 Volcarona ->  (no evolution)
HP  85 
ATK 60 
DEF 65 
SPA 135
SPD 105
SPE 100
Level 1 : Struggle Bug
Level 1 : Heart Swap
Level 1 : Wing Attack
Level 1 : Dragon Breath
Level 1 : Silver Wind
Level 1 : Flame Wheel
Level 1 : Will-O-Wisp
Level 1 : Quiver Dance
Level 1 : Vital Throw
Level 1 : Luster Purge
Level 1 : Fire Pledge
Level 1 : Forest’s Curse
Level 1 : Oblivion Wing
Level 1 : Water Pledge
Level 10: Dual Chop
Level 20: Play Rough
Level 30: Hyper Voice
Level 40: Bug Buzz
Level 50: Aeroblast
Level 59: Fling
Level 60: Solar Beam
Level 70: Bolt Strike
Level 80: Hyper Beam
Level 90: Eruption
Level 100: V-create

638 Cobalion ->  (no evolution)
HP  91 
ATK 90 
DEF 129
SPA 90 
SPD 72 
SPE 108
Level 1 : Wrap
Level 1 : Acrobatics
Level 1 : Feint Attack
Level 1 : Magnet Bomb
Level 1 : Force Palm
Level 1 : Brick Break
Level 7 : Crush Claw
Level 13: Aura Sphere
Level 19: Flash Cannon
Level 25: Seed Bomb
Level 31: Dark Pulse
Level 37: Rototiller
Level 42: Blaze Kick
Level 49: Sacred Sword
Level 55: Iron Defense
Level 61: Iron Tail
Level 67: Gear Grind
Level 73: Water Spout

639 Terrakion ->  (no evolution)
HP  91 
ATK 129
DEF 90 
SPA 72 
SPD 90 
SPE 108
Level 1 : Smog
Level 1 : Fury Cutter
Level 1 : Rock Tomb
Level 1 : Silver Wind
Level 1 : Flame Wheel
Level 7 : Magnet Bomb
Level 13: Chatter
Level 19: Rock Slide
Level 25: Aura Sphere
Level 31: Dragon Pulse
Level 37: Ingrain
Level 42: Meteor Mash
Level 49: Thousand Waves
Level 55: Thousand Arrows
Level 61: Crabhammer
Level 67: Focus Blast
Level 73: Head Smash

640 Virizion ->  (no evolution)
HP  91 
ATK 90 
DEF 72 
SPA 90 
SPD 129
SPE 108
Level 1 : Fire Spin
Level 1 : Mach Punch
Level 1 : Ancient Power
Level 1 : Mist Ball
Level 1 : Razor Shell
Level 1 : Bullet Seed
Level 7 : Aura Sphere
Level 13: Flash Cannon
Level 19: Sky Uppercut
Level 25: Ingrain
Level 31: Energy Ball
Level 37: Sacred Sword
Level 42: Cross Chop
Level 49: Seed Flare
Level 55: Aromatherapy
Level 61: Close Combat
Level 67: Detect
Level 73: Solar Beam

641 Tornadus ->  (no evolution)
HP  79 
ATK 115
DEF 70 
SPA 125
SPD 80 
SPE 111
Level 1 : Flame Charge
Level 1 : Sky Drop
Level 1 : Wing Attack
Level 1 : Ominous Wind
Level 1 : Aerial Ace
Level 1 : Chatter
Level 1 : Facade
Level 7 : Copycat
Level 13: Volt Switch
Level 19: Air Slash
Level 25: Hyperspace Hole
Level 31: Bounce
Level 37: Dragon Pulse
Level 43: Heal Pulse
Level 49: Bug Buzz
Level 55: Inferno
Level 61: Belch
Level 67: Mega Kick
Level 73: Sky Attack
Level 79: Giga Impact
Level 85: Mirror Move

642 Thundurus ->  (no evolution)
HP  79 
ATK 115
DEF 70 
SPA 125
SPD 80 
SPE 111
Level 1 : Fire Spin
Level 1 : Thunder Shock
Level 1 : Acrobatics
Level 1 : Sky Drop
Level 1 : Flame Wheel
Level 1 : Dragon Breath
Level 1 : Air Cutter
Level 7 : Spark
Level 13: Mystical Fire
Level 19: Volt Switch
Level 25: Vital Throw
Level 31: Air Slash
Level 37: Sky Uppercut
Level 43: Thousand Arrows
Level 49: Heat Wave
Level 55: Fusion Bolt
Level 61: Electro Ball
Level 67: Hydro Pump
Level 73: Zap Cannon
Level 79: Close Combat
Level 85: Rain Dance

643 Reshiram ->  (no evolution)
HP  100
ATK 120
DEF 100
SPA 150
SPD 120
SPE 90 
Level 1 : Vacuum Wave
Level 1 : Draining Kiss
Level 1 : Tackle
Level 1 : Spike Cannon
Level 8 : Brine
Level 15: Steamroller
Level 22: Mystical Fire
Level 29: Fire Fang
Level 36: Flame Burst
Level 43: Dizzy Punch
Level 50: Ice Beam
Level 54: Uproar
Level 64: Aeroblast
Level 71: Fusion Bolt
Level 78: Blizzard
Level 85: Flare Blitz
Level 92: Gunk Shot
Level 100: Roar of Time

644 Zekrom ->  (no evolution)
HP  100
ATK 150
DEF 120
SPA 120
SPD 100
SPE 90 
Level 1 : Twister
Level 1 : Parabolic Charge
Level 1 : Twineedle
Level 1 : Water Pulse
Level 8 : Shock Wave
Level 15: Thunder Fang
Level 22: Dual Chop
Level 29: Wild Charge
Level 36: Thunderbolt
Level 43: Sludge Bomb
Level 50: Spacial Rend
Level 54: Dragon Rush
Level 64: Crabhammer
Level 71: Fire Blast
Level 78: Outrage
Level 85: Bolt Strike
Level 92: Roar of Time
Level 100: Mist

645 Landorus ->  (no evolution)
HP  89 
ATK 125
DEF 90 
SPA 115
SPD 80 
SPE 101
Level 1 : Shadow Sneak
Level 1 : Arm Thrust
Level 1 : Mud Shot
Level 1 : Shock Wave
Level 1 : Aerial Ace
Level 1 : Dragon Tail
Level 7 : Stomp
Level 13: Air Slash
Level 19: X-Scissor
Level 25: Oblivion Wing
Level 31: Icicle Crash
Level 37: Camouflage
Level 43: Aeroblast
Level 49: Hydro Pump
Level 55: Focus Blast
Level 61: Volt Tackle
Level 67: Sky Attack
Level 73: Boomburst
Level 79: Psycho Boost
Level 85: Frenzy Plant

646 Kyurem ->  (no evolution)
HP  125
ATK 130
DEF 90 
SPA 130
SPD 90 
SPE 95 
Level 1 : Twister
Level 1 : Aqua Jet
Level 1 : Heart Stamp
Level 1 : Dragon Breath
Level 8 : Signal Beam
Level 15: Dragon Claw
Level 22: Dual Chop
Level 29: Dragon Pulse
Level 36: Phantom Force
Level 43: Flatter
Level 50: Confuse Ray
Level 57: Diamond Storm
Level 64: Cross Chop
Level 71: Steam Eruption
Level 78: Blizzard
Level 85: Close Combat
Level 92: Leaf Storm

647 Keldeo ->  (no evolution)
HP  91 
ATK 72 
DEF 90 
SPA 129
SPD 90 
SPE 108
Level 1 : Power-Up Punch
Level 1 : Payback
Level 1 : Mud Shot
Level 1 : Water Pulse
Level 7 : Double Kick
Level 13: Razor Shell
Level 19: Extrasensory
Level 25: Water Pledge
Level 31: Ice Beam
Level 37: Crabhammer
Level 43: Telekinesis
Level 49: Steam Eruption
Level 55: Petal Dance
Level 61: Focus Blast
Level 67: Hydro Cannon
Level 73: Bulk Up

648 Meloetta ->  (no evolution)
HP  100
ATK 77 
DEF 77 
SPA 128
SPD 128
SPE 90 
Level 1 : Twineedle
Level 1 : Metal Claw
Level 1 : Meditate
Level 1 : Icy Wind
Level 6 : Thunder Fang
Level 11: Retaliate
Level 16: Chip Away
Level 21: Guard Swap
Level 26: Barrier
Level 31: Flying Press
Level 36: Extreme Speed
Level 43: Psyshock
Level 50: Poison Jab
Level 57: Land’s Wrath
Level 64: Heat Wave
Level 71: Blizzard
Level 78: Giga Impact
Level 85: Blast Burn

649 Genesect ->  (no evolution)
HP  71 
ATK 120
DEF 95 
SPA 120
SPD 95 
SPE 99 
Level 1 : Ice Shard
Level 1 : Struggle Bug
Level 1 : Gyro Ball
Level 1 : Mud Shot
Level 1 : Spider Web
Level 1 : Bug Bite
Level 7 : Dragon Breath
Level 11: Silver Wind
Level 18: Signal Beam
Level 22: Autotomize
Level 29: Tail Slap
Level 33: Tri Attack
Level 40: Dark Pulse
Level 44: Crunch
Level 51: Flash Cannon
Level 55: Bug Buzz
Level 62: Thunderbolt
Level 66: Dynamic Punch
Level 73: Iron Tail
Level 77: Powder

650 Chespin -> Quilladin
HP  56 
ATK 61 
DEF 65 
SPA 48 
SPD 45 
SPE 38 
Level 1 : Venom Drench
Level 1 : Mega Drain
Level 1 : Aromatherapy
Level 1 : Weather Ball
Level 5 : Electroweb
Level 8 : Razor Leaf
Level 11: Round
Level 15: Needle Arm
Level 18: Spike Cannon
Level 27: Bullet Seed
Level 32: Seed Bomb
Level 35: Grass Pledge
Level 39: Petal Blizzard
Level 42: Power Whip
Level 45: Solar Beam
Level 48: Cotton Spore
Egg Moves:
 - Bullet Seed
 - Leaf Tornado
 - Outrage
 - Knock Off
 - Water Shuriken
 - Petal Dance
 - Reversal

651 Quilladin -> Chesnaught
HP  61 
ATK 78 
DEF 95 
SPA 56 
SPD 58 
SPE 57 
Level 1 : Mega Drain
Level 1 : Water Pulse
Level 1 : Air Cutter
Level 1 : Needle Arm
Level 5 : Me First
Level 8 : Magical Leaf
Level 11: Force Palm
Level 15: Fire Fang
Level 20: Mirror Shot
Level 26: Slash
Level 30: Bullet Seed
Level 35: Poison Jab
Level 39: Petal Dance
Level 44: Wood Hammer
Level 48: Megahorn
Level 52: Leaf Storm
Level 55: Hyper Beam

652 Chesnaught ->  (no evolution)
HP  88 
ATK 107
DEF 122
SPA 74 
SPD 75 
SPE 64 
Level 1 : Rock Smash
Level 1 : Weather Ball
Level 1 : Electroweb
Level 1 : Magical Leaf
Level 1 : Revenge
Level 5 : Swift
Level 8 : Needle Arm
Level 11: Horn Leech
Level 15: Bullet Seed
Level 20: Seed Bomb
Level 26: Drill Peck
Level 30: Night Daze
Level 35: Petal Blizzard
Level 36: Sludge Wave
Level 41: Cross Chop
Level 44: Magma Storm
Level 48: Crabhammer
Level 52: Quick Guard
Level 55: Jump Kick
Level 60: Hammer Arm
Level 70: Focus Blast
Level 75: High Jump Kick

653 Fennekin -> Braixen
HP  40 
ATK 45 
DEF 40 
SPA 62 
SPD 60 
SPE 60 
Level 1 : Fire Spin
Level 1 : Air Cutter
Level 1 : Fire Fang
Level 1 : Venoshock
Level 5 : Double Hit
Level 11: Fire Punch
Level 14: Air Slash
Level 17: Fiery Dance
Level 20: Heat Crash
Level 25: Fire Pledge
Level 27: Ice Beam
Level 31: Magma Storm
Level 35: Jump Kick
Level 38: Steam Eruption
Level 41: Gunk Shot
Level 43: Double-Edge
Level 46: Belch
Level 48: V-create
Egg Moves:
 - Mystical Fire
 - Bonemerang
 - Hold Back
 - Belch

654 Braixen -> Delphox
HP  59 
ATK 59 
DEF 58 
SPA 90 
SPD 70 
SPE 73 
Level 1 : Arm Thrust
Level 1 : Incinerate
Level 1 : Ominous Wind
Level 1 : Bite
Level 5 : Venoshock
Level 11: Brine
Level 14: Razor Shell
Level 18: Horn Leech
Level 22: Pin Missile
Level 27: Fiery Dance
Level 30: Fire Pledge
Level 34: Crunch
Level 41: Lovely Kiss
Level 45: Lava Plume
Level 48: Blaze Kick
Level 51: Heat Wave
Level 53: Milk Drink
Level 55: Frenzy Plant

655 Delphox ->  (no evolution)
HP  75 
ATK 69 
DEF 72 
SPA 114
SPD 100
SPE 104
Level 1 : Recycle
Level 1 : Struggle Bug
Level 1 : Pluck
Level 1 : Flame Wheel
Level 1 : Heart Stamp
Level 1 : Water Pulse
Level 5 : Bubble Beam
Level 11: Fire Fang
Level 14: Horn Leech
Level 18: Pin Missile
Level 22: Psyshock
Level 27: Heat Crash
Level 30: Healing Wish
Level 34: Fiery Dance
Level 36: Earth Power
Level 42: Wild Charge
Level 47: Role Play
Level 51: Play Rough
Level 55: Heat Wave
Level 58: Hurricane
Level 61: Head Charge
Level 69: Light of Ruin
Level 75: Ice Burn

656 Froakie -> Frogadier
HP  41 
ATK 56 
DEF 40 
SPA 62 
SPD 44 
SPE 71 
Level 1 : Aqua Ring
Level 1 : Me First
Level 1 : Water Sport
Level 1 : Triple Kick
Level 5 : Icy Wind
Level 8 : Magnet Bomb
Level 10: Flame Burst
Level 14: Razor Shell
Level 18: Water Pledge
Level 21: Iron Head
Level 25: Earth Power
Level 29: Aqua Tail
Level 35: Sacred Sword
Level 39: Energy Ball
Level 43: Hyper Voice
Level 48: Eruption
Egg Moves:
 - Bolt Strike
 - Dive
 - Aqua Tail
 - Boomburst
 - Torment
 - Water Spout

657 Frogadier -> Greninja
HP  54 
ATK 63 
DEF 52 
SPA 83 
SPD 56 
SPE 97 
Level 1 : Stored Power
Level 1 : Imprison
Level 1 : Bubble
Level 1 : Draining Kiss
Level 5 : Icy Wind
Level 8 : Assurance
Level 10: Bug Bite
Level 14: Bubble Beam
Level 20: Volt Switch
Level 23: Razor Shell
Level 28: Water Pledge
Level 33: Fire Pledge
Level 38: Dive
Level 44: Petal Dance
Level 48: Hypnosis
Level 55: Hydro Cannon

658 Greninja ->  (no evolution)
HP  72 
ATK 95 
DEF 67 
SPA 103
SPD 71 
SPE 122
Level 1 : Fake Out
Level 1 : Aqua Jet
Level 1 : Water Gun
Level 1 : Draining Kiss
Level 1 : Snarl
Level 5 : Bite
Level 8 : Wing Attack
Level 10: Water Pulse
Level 14: Rain Dance
Level 20: Shock Wave
Level 23: Thief
Level 28: Rock Blast
Level 33: Water Pledge
Level 36: Dark Pulse
Level 43: Crunch
Level 49: Dive
Level 52: Bonemerang
Level 56: Skull Bash
Level 60: Boomburst
Level 70: Hydro Cannon
Level 75: Roar of Time

659 Bunnelby -> Diggersby
HP  38 
ATK 36 
DEF 38 
SPA 32 
SPD 36 
SPE 57 
Level 1 : Odor Sleuth
Level 1 : Flame Charge
Level 1 : Sunny Day
Level 1 : Vice Grip
Level 7 : Defense Curl
Level 10: Electroweb
Level 13: Rolling Kick
Level 15: Chip Away
Level 18: Dizzy Punch
Level 20: Double Hit
Level 25: Relic Song
Level 29: Pain Split
Level 33: Iron Head
Level 38: Discharge
Level 42: Egg Bomb
Level 47: Belch
Level 49: Roar of Time
Egg Moves:
 - Horn Leech
 - Headbutt
 - Razor Wind

660 Diggersby ->  (no evolution)
HP  85 
ATK 56 
DEF 77 
