Randomizer Version: 4.6.0
Random Seed: 141708394892133
Settings String: 321aQgEejiDAYYBiQGy0AKeAh8iagfQatA+CQABmgAAAAAAPAyA0NnaeaaJCTIGBQDkEQUQFFBva2Vtb24gUGxhdGludW0gKEcp7r7ouOPDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
Level 33: Turmkick
Level 37: Kreuzhieb
Level 41: Raumschlag
Level 45: Felswerfer

287 Bummelz -> Muntier
HP  60 
ATK 60 
DEF 60 
SPA 35 
SPD 35 
SPE 30 
Level 1 : Riechsalz
Level 1 : Magnetbombe
Level 1 : Dornkanone
Level 1 : Lawine
Level 7 : Sternschauer
Level 13: Donnerzahn
Level 19: Schaufler
Level 25: Drachenklaue
Level 31: Eierbombe
Level 37: Hydropumpe
Level 43: Hyperstrahl
Egg Moves:
 - Triplette
 - Blättersturm
 - Fassade
 - Blattgeißel
 - Feuerfeger
 - Flammensturm
 - Schweifglanz
 - Teleport
 - Finsteraura

288 Muntier -> Letarking
HP  80 
ATK 80 
DEF 80 
SPA 55 
SPD 55 
SPE 90 
Level 1 : Duonadel
Level 1 : Flammenrad
Level 1 : Doppelkick
Level 1 : Feuerzahn
Level 7 : Juwelenkraft
Level 13: Geheimpower
Level 19: Doppelschlag
Level 25: Fassade
Level 31: Schallwelle
Level 37: Schädelwumme
Level 43: Schocksamen
Level 49: Felswerfer

289 Letarking ->  (no evolution)
HP  150
ATK 160
DEF 100
SPA 95 
SPD 65 
SPE 100
Level 1 : Meteorologe
Level 1 : Wachstum
Level 1 : Ableithieb
Level 1 : Riechsalz
Level 7 : Stampfer
Level 13: Überwurf
Level 19: Scheinwerfer
Level 25: Doppelschlag
Level 31: Eisenschädel
Level 36: Spukball
Level 37: Klingensturm
Level 43: Schallwelle
Level 49: Schlagbefehl
Level 55: Kraftkoloss
Level 61: Felswerfer

290 Nincada -> Ninjask
HP  31 
ATK 45 
DEF 90 
SPA 30 
SPD 30 
SPE 40 
Level 1 : Nadelrakete
Level 1 : Lehmschuss
Level 1 : Vergeltung
Level 1 : Dornkanone
Level 5 : Käferbiss
Level 9 : Silberhauch
Level 14: Lake
Level 19: Schaufler
Level 25: Kreuzschere
Level 31: Luftstoß
Level 38: Knochmerang
Level 45: Erdbeben
Egg Moves:
 - Psychoklinge
 - Rechte Hand
 - Kehrtwende
 - Fontränen
 - Schlammbad
 - Erdbeben
 - Funkensprung

291 Ninjask ->  (no evolution)
HP  61 
ATK 90 
DEF 45 
SPA 50 
SPD 50 
SPE 160
Level 1 : Rückenwind
Level 1 : Blutsauger
Level 1 : Steinwurf
Level 1 : Windschnitt
Level 1 : Doppelkick
Level 5 : Ableithieb
Level 9 : Silberhauch
Level 14: Aero-Ass
Level 19: Pflücker
Level 20: Eiszahn
Level 20: Lake
Level 20: Schlitzer
Level 25: Flammenwurf
Level 31: Donner
Level 38: Fokusstoß
Level 45: Himmelsfeger
Level 52: Felswerfer

292 Ninjatom ->  (no evolution)
HP  1  
ATK 90 
DEF 45 
SPA 30 
SPD 30 
SPE 40 
Level 1 : Weckruf
Level 1 : Feuerodem
Level 1 : Stachler
Level 1 : Unheilböen
Level 5 : Finsterfaust
Level 9 : Magnetbombe
Level 14: Schlammbad
Level 19: Dunkelklaue
Level 25: Steinhagel
Level 31: Spukball
Level 38: Käfergebrumm
Level 45: Schlagbefehl
Level 52: Psychokinese
Level 59: Schemenkraft

293 Flurmel -> Krakeelo
HP  64 
ATK 51 
DEF 23 
SPA 51 
SPD 23 
SPE 28 
Level 1 : Kratzer
Level 1 : Ladestrahl
Level 1 : Meteorologe
Level 1 : Aufruhr
Level 5 : Riechsalz
Level 11: Aero-Ass
Level 15: Steinhagel
Level 21: Triplette
Level 25: Bodyslam
Level 31: Matschbombe
Level 35: Schädelwumme
Level 41: Risikotackle
Level 41: Zeitenlärm
Level 45: Wechseldich
Egg Moves:
 - Geschwätz
 - Triplette
 - Stahlflügel
 - Aurasphäre
 - Schallwelle
 - Giftzahn
 - Ladungsstoß

294 Krakeelo -> Krawumms
HP  84 
ATK 71 
DEF 43 
SPA 71 
SPD 43 
SPE 48 
Level 1 : Meteorologe
Level 1 : Konfusion
Level 1 : Pflücker
Level 1 : Sternschauer
Level 5 : Hornattacke
Level 11: Stampfer
Level 15: Irrschlag
Level 20: Slam
Level 23: Fuchtler
Level 29: Umwandlung
Level 37: Nassschweif
Level 43: Drachenstoß
Level 51: Megakick
Level 51: Kraftkoloss
Level 57: Fontränen

295 Krawumms ->  (no evolution)
HP  104
ATK 91 
DEF 63 
SPA 91 
SPD 63 
SPE 68 
Level 1 : Pulverschnee
Level 1 : Meteorologe
Level 1 : Aufruhr
Level 1 : Fußkick
Level 1 : Sternschauer
Level 1 : Riechsalz
Level 1 : Gigasauger
Level 5 : Aero-Ass
Level 11: Hornattacke
Level 15: Aurorastrahl
Level 20: Juwelenkraft
Level 23: Kreuzschere
Level 29: Knirscher
Level 37: Sondersensor
Level 40: Rückkehr
Level 45: Klingensturm
Level 55: Flammenwurf
Level 55: Urteilskraft
Level 63: Eierbombe
Level 71: Blitzkanone

296 Makuhita -> Hariyama
HP  72 
ATK 60 
DEF 30 
SPA 20 
SPD 30 
SPE 25 
Level 1 : Weckruf
Level 1 : Schockwelle
Level 1 : Ableithieb
Level 1 : Doppelkick
Level 4 : Kraftwelle
Level 7 : Überwurf
Level 10: Gifthieb
Level 13: Finsteraura
Level 16: Aurasphäre
Level 19: Eisstrahl
Level 22: Kreuzhieb
Level 25: Fußkick
Level 28: Hammerarm
Level 31: Wuchtschlag
Level 34: Kraftkoloss
Level 37: Fokusstoß
Level 40: Blattgeißel
Level 43: Kopfstoß
Egg Moves:
 - Reflektor
 - Kreuzhieb
 - Sprungkick
 - Ableithieb
 - Sondersensor
 - Karateschlag
 - Drachenklaue
 - Kraftkoloss
 - Raumschlag
 - Aurasphäre

297 Hariyama ->  (no evolution)
HP  144
ATK 120
DEF 60 
SPA 40 
SPD 60 
SPE 50 
Level 1 : Weckruf
Level 1 : Ableithieb
Level 1 : Schlammbad
Level 1 : Doppelschlag
Level 1 : Drachenklaue
Level 4 : Flammensturm
Level 7 : Sprungkick
Level 10: Kreuzhieb
Level 13: Erdbeben
Level 16: Nahkampf
Level 19: Akupressur
Level 22: Kraftkoloss
Level 27: Lockduft
Level 32: Flammenblitz
Level 37: Fokusstoß
Level 42: Vielender
Level 47: Blättersturm
Level 52: Gigastoß
Level 57: Schutztausch

298 Azurill -> Marill
HP  50 
ATK 20 
DEF 40 
SPA 20 
SPD 40 
SPE 20 
Level 1 : Mondschein
Level 1 : Aufruhr
Level 1 : Meteorologe
Level 1 : Gegenstoß
Level 2 : Sternschauer
Level 7 : Käfergebrumm
Level 10: Kreuzhieb
Level 15: Blitzkanone
Level 18: Hitzekoller
Egg Moves:
 - Metallsound
 - Triplette
 - Turbotempo
 - Dornkanone
 - Eissturm
 - Bodyslam

299 Nasgnet -> Voluminas
HP  30 
ATK 45 
DEF 135
SPA 45 
SPD 90 
SPE 30 
Level 1 : Steinwurf
Level 1 : Lehmschuss
Level 1 : Lawine
Level 1 : Antik-Kraft
Level 7 : Psystrahl
Level 13: Schlitzer
Level 19: Juwelenkraft
Level 25: Steinhagel
Level 31: Sondersensor
Level 37: Drachenklaue
Level 43: Aurasphäre
Level 49: Käfergebrumm
Level 55: Steinkante
Level 61: Risikotackle
Level 67: Kopfstoß
Level 73: Felswerfer
Level 79: Schlafrede
Egg Moves:
 - Kopfstoß
 - Aurasphäre
 - Steinkante
 - Schlagbefehl
 - Gewissheit

300 Eneco -> Enekoro
HP  50 
ATK 45 
DEF 45 
SPA 35 
SPD 35 
SPE 50 
Level 1 : Aufruhr
Level 1 : Klammer
Level 1 : Lawine
Level 1 : Aquawelle
Level 4 : Nietenranke
Level 8 : Sternschauer
Level 11: Schlitzer
Level 15: Feuerschlag
Level 18: Zermalmklaue
Level 22: Hyperzahn
Level 25: Blättertanz
Level 29: Fuchtler
Level 32: Urteilskraft
Level 36: Notsituation
Level 39: Sturzflug
Level 42: Megakick
Level 46: Blättersturm
Egg Moves:
 - Giftstreich
 - Klammer
 - Eruption
 - Verzehrer
 - Geheimpower
 - Spotlight
 - Eisstrahl
 - Urteilskraft
 - Steinkante
 - Doppelschlag
 - Zermalmklaue
 - Irrschlag

301 Enekoro ->  (no evolution)
HP  70 
ATK 65 
DEF 65 
SPA 55 
SPD 55 
SPE 70 
Level 1 : Aquawelle
Level 1 : Stampfer
Level 1 : Kopfnuss
Level 1 : Nebelball

302 Zobiris ->  (no evolution)
HP  50 
ATK 75 
DEF 75 
SPA 65 
SPD 65 
SPE 50 
Level 1 : Giftzahn
Level 1 : Konfusion
Level 1 : Schockwelle
Level 1 : Unheilböen
Level 4 : Geschwätz
Level 8 : Finsterfaust
Level 11: Aquawelle
Level 15: Geheimpower
Level 18: Dunkelklaue
Level 22: Finsteraura
Level 25: Klingensturm
Level 29: Knirscher
Level 32: Spukball
Level 36: Superzahn
Level 39: Ladungsstoß
Level 43: Himmelhieb
Level 46: Luftstoß
Level 50: Donner
Level 53: Schemenkraft
Level 57: Draco Meteor
Egg Moves:
 - Ladungsstoß
 - Aufbereitung
 - Doppelkick
 - Spukball
 - Finsteraura

303 Flunkifer ->  (no evolution)
HP  50 
ATK 85 
DEF 85 
SPA 55 
SPD 55 
SPE 50 
Level 1 : Vakuumwelle
Level 1 : Gewissheit
Level 1 : Steinwurf
Level 1 : Metallklaue
Level 6 : Duonadel
Level 11: Rasierblatt
Level 16: Magnetbombe
Level 21: Flügelschlag
Level 26: Nachthieb
Level 31: Lichtkanone
Level 36: Zen-Kopfstoß
Level 41: Urteilskraft
Level 46: Eisenschweif
Level 51: Sternenhieb
Level 51: Mülltreffer
Level 51: Metallsound
Level 56: Felswerfer
Egg Moves:
 - Lawine
 - Kopfstoß
 - Magnetbombe
 - Horrorblick
 - Slam
 - Klingensturm
 - Schemenkraft
 - Sternenhieb
 - Aufruhr
 - Flammensturm
 - Lichtkanone

304 Stollunior -> Stollrak
HP  50 
ATK 70 
DEF 100
SPA 40 
SPD 40 
SPE 30 
Level 1 : Giftschweif
Level 1 : Klammer
Level 1 : Magnetbombe
Level 1 : Weckruf
Level 4 : Juwelenkraft
Level 8 : Irrschlag
Level 11: Donnerschlag
Level 15: Steinhagel
Level 18: Ampelleuchte
Level 22: Lichtkanone
Level 25: Eisenschädel
Level 29: Eisenabwehr
Level 32: Hyperzahn
Level 36: Taucher
Level 39: Kismetwunsch
Level 43: Megakick
Level 46: Felswerfer
Egg Moves:
 - Erdkräfte
 - Sondersensor
 - Kismetwunsch
 - Blitzkanone
 - Lichtkanone
 - Magnetbombe
 - Felswerfer
 - Schädelwumme

305 Stollrak -> Stolloss
HP  60 
ATK 90 
DEF 140
SPA 50 
SPD 50 
SPE 40 
Level 1 : Klammer
Level 1 : Magnetbombe
Level 1 : Antik-Kraft
Level 1 : Irrschlag
Level 4 : Steinhagel
Level 8 : Sondersensor
Level 11: Eisenschädel
Level 15: Bizarroraum
Level 18: Lichtkanone
Level 22: Ladungsstoß
Level 25: Sprungfeder
Level 29: Hammerarm
Level 34: Sternenhieb
Level 40: Steinkante
Level 45: Eisenschweif
Level 51: Megakick
Level 56: Lohekanonade

306 Stolloss ->  (no evolution)
HP  70 
ATK 110
DEF 180
SPA 60 
SPD 60 
SPE 50 
Level 1 : Tempohieb
Level 1 : Steinwurf
Level 1 : Giftzahn
Level 1 : Antik-Kraft
Level 4 : Magnetbombe
Level 8 : Stampfer
Level 11: Stahlflügel
Level 15: Psychoklinge
Level 18: Juwelenkraft
Level 22: Zermalmklaue
Level 25: Triplette
Level 29: Steinpolitur
Level 34: Lichtkanone
Level 40: Drachenpuls
Level 48: Eisstrahl
Level 57: Steinkante
Level 65: Lavasturm

307 Meditie -> Meditalis
HP  30 
ATK 40 
DEF 55 
SPA 40 
SPD 55 
SPE 60 
Level 1 : Vergeltung
Level 1 : Kraftwelle
Level 1 : Doppelkick
Level 1 : Weckruf
Level 4 : Psystrahl
Level 8 : Geheimpower
Level 11: Juwelenkraft
Level 15: Steinhagel
Level 18: Zen-Kopfstoß
Level 22: Aurasphäre
Level 25: Blättertanz
Level 29: Sturzflug
Level 32: Hydropumpe
Level 36: Wutanfall
Level 39: Folterknecht
Level 43: Fokusstoß
Level 46: Fontränen
Egg Moves:
 - Donner
 - Psyschub
 - Schlitzer
 - Nahkampf
 - Blubbstrahl
 - Geheimpower
 - Knirscher
 - Riechsalz
 - Psychoklinge
 - Metallklaue
 - Schlammbad

308 Meditalis ->  (no evolution)
HP  60 
ATK 60 
DEF 75 
SPA 60 
SPD 75 
SPE 80 
Level 1 : Giftstachel
Level 1 : Silberhauch
Level 1 : Pflücker
Level 1 : Kraftwelle
Level 1 : Psystrahl
Level 1 : Stampfer
Level 1 : Blubbstrahl
Level 4 : Bodyguard
Level 8 : Scheinwerfer
Level 11: Steinhagel
Level 15: Spukball
Level 18: Aurasphäre
Level 22: Flammenwurf
Level 25: Donnerblitz
Level 29: Kreuzhieb
Level 32: Akupressur
Level 36: Urteilskraft
Level 42: Fokusstoß
Level 49: Psyschub
Level 55: Fauna-Statue

309 Frizelbliz -> Voltenso
HP  40 
ATK 45 
DEF 40 
SPA 65 
SPD 40 
SPE 65 
Level 1 : Ladestrahl
Level 1 : Silberhauch
Level 1 : Aquawelle
Level 1 : Schockwelle
Level 4 : Pflücker
Level 9 : Zauberblatt
Level 12: Ableithieb
Level 17: Funkensprung
Level 20: Drachenpuls
Level 25: Drachenstoß
Level 28: Raumschlag
Level 33: Lavasturm
Level 36: Feuersturm
Level 41: Blitzkanone
Level 44: Volttackle
Level 49: Draco Meteor
Egg Moves:
 - Duonadel
 - Juwelenkraft
 - Geheimpower
 - Fassade
 - Donnerzahn
 - Ampelleuchte
 - Schaufler
 - Ladungsstoß
 - Donnerschlag

310 Voltenso ->  (no evolution)
HP  70 
ATK 75 
DEF 60 
SPA 105
SPD 60 
SPE 105
Level 1 : Donnerschock
Level 1 : Ladestrahl
Level 1 : Schockwelle
Level 1 : Flammenrad
Level 1 : Sternschauer
Level 4 : Käferbiss
Level 9 : Funkensprung
Level 12: Donnerzahn
Level 17: Sondersensor
Level 20: Magnetflug
Level 25: Ladungsstoß
Level 30: Donnerblitz
Level 37: Hitzewelle
Level 42: Luftstoß
Level 49: Blitzkanone
Level 54: Donner
Level 61: Blättersturm

311 Plusle ->  (no evolution)
HP  60 
ATK 50 
DEF 40 
SPA 85 
SPD 75 
SPE 95 
Level 1 : Schnabel
Level 1 : Verwurzler
Level 1 : Donnerschock
Level 1 : Ladestrahl
Level 3 : Weckruf
Level 7 : Geschwätz
Level 10: Schockwelle
Level 15: Antik-Kraft
Level 17: Aero-Ass
Level 21: Funkensprung
Level 24: Zen-Kopfstoß
Level 29: Lichtkanone
Level 31: Donnerblitz
Level 35: Blitzkanone
Level 38: Lavasturm
Level 42: Donner
Level 44: Solarstrahl
Level 48: Fontränen
Level 51: Zeitenlärm
Egg Moves:
 - Käferbiss
 - Ladungsstoß
 - Ableithieb
 - Eisspeer

312 Minun ->  (no evolution)
HP  60 
ATK 40 
DEF 50 
SPA 75 
SPD 85 
SPE 95 
Level 1 : Ladestrahl
Level 1 : Silberhauch
Level 1 : Schockwelle
Level 1 : Geheimpower
Level 3 : Donnerschlag
Level 7 : Tiefschlag
Level 10: Weißnebel
Level 15: Ladungsstoß
Level 17: Laubklinge
Level 21: Flammenwurf
Level 24: Donnerblitz
Level 29: Donner
Level 31: Hornbohrer
Level 35: Blitzkanone
Level 38: Solarstrahl
Level 42: Kraftkoloss
Level 44: Hitzekoller
Level 48: Eruption
Level 51: Fontränen
Egg Moves:
 - Donner
 - Donnerschlag
 - Ladestrahl
 - Feuerodem

313 Volbeat ->  (no evolution)
HP  65 
ATK 73 
DEF 55 
SPA 47 
SPD 75 
SPE 85 
Level 1 : Zornklinge
Level 1 : Gegenstoß
Level 1 : Rückenwind
Level 1 : Giftzahn
Level 5 : Schockwelle
Level 9 : Flammenrad
Level 13: Feuerodem
Level 17: Käfergebrumm
Level 21: Fuchtler
Level 25: Schlagbefehl
Level 29: Eierbombe
Level 33: Kreuzhieb
Level 37: Donner
Level 41: Volttackle
Level 45: Hyperstrahl
Egg Moves:
 - Kehrtwende
 - Drachenstoß
 - Blizzard
 - Kreuzschere
 - Finte

314 Illumise ->  (no evolution)
HP  65 
ATK 47 
DEF 55 
SPA 73 
SPD 75 
SPE 85 
Level 1 : Blutsauger
Level 1 : Meteorologe
Level 1 : Windschnitt
Level 1 : Riechsalz
Level 5 : Silberhauch
Level 9 : Antik-Kraft
Level 13: Dornkanone
Level 17: Ampelleuchte
Level 21: Kreuzschere
Level 25: Ladungsstoß
Level 29: Matschbombe
Level 33: Käfergebrumm
Level 37: Flammenwurf
Level 41: Vielender
Level 45: Zeitenlärm
Egg Moves:
 - Silberhauch
 - Finsterfaust
 - Kreuzschere
 - Ampelleuchte
 - Agilität

315 Roselia -> Roserade
HP  50 
ATK 60 
DEF 45 
SPA 100
SPD 80 
SPE 65 
Level 1 : Giftschweif
Level 1 : Giftzahn
Level 1 : Feuerodem
Level 1 : Nietenranke
Level 4 : Irrlicht
Level 7 : Gigasauger
Level 10: Schlammbad
Level 13: Gifthieb
Level 16: Energieball
Level 19: Feuerfeger
Level 22: Blättertanz
Level 25: Laubklinge
Level 28: Matschbombe
Level 31: Traumfresser
Level 34: Raumschlag
Level 37: Luftstoß
Level 40: Flammenblitz
Level 43: Eruption
Level 46: Felswerfer
Egg Moves:
 - Blockbefehl
 - Käferbiss
 - Mimikry
 - Flammenwurf
 - Gewissheit
 - Donner
 - Taucher
 - Finsteraura

316 Schluppuck -> Schlukwech
HP  70 
ATK 43 
DEF 53 
SPA 43 
SPD 53 
SPE 40 
Level 1 : Giftschweif
Level 1 : Sternschauer
Level 1 : Kopfnuss
Level 1 : Durchbruch
Level 6 : Energieball
Level 9 : Klingensturm
Level 14: Säurepanzer
Level 17: Samenbomben
Level 23: Bohrschnabel
Level 28: Matschbombe
Level 34: Eisstrahl
Level 34: Eisenschweif
Level 34: Raumschlag
Level 39: Mülltreffer
Level 44: Solarstrahl
Level 49: Psyschub
Level 54: Fauna-Statue
Egg Moves:
 - Giftschweif
 - Silberhauch
 - Giftzahn
 - Lawine
 - Sturzflug
 - Aurasphäre

317 Schlukwech ->  (no evolution)
HP  100
ATK 73 
DEF 83 
SPA 73 
SPD 83 
SPE 55 
Level 1 : Giftzahn
Level 1 : Toxin
Level 1 : Klammer
Level 1 : Finte
Level 6 : Schockwelle
Level 9 : Zugabe
Level 14: Schlammbad
Level 17: Knochenkeule
Level 23: Giftstreich
Level 26: Kopfnuss
Level 30: Gifthieb
Level 38: Energieball
Level 38: Matschbombe
Level 38: Steinkante
Level 45: Schädelwumme
Level 52: Feuersturm
Level 59: Mülltreffer
Level 66: Fokusstoß

318 Kanivanha -> Tohaido
HP  45 
ATK 90 
DEF 20 
SPA 65 
SPD 20 
SPE 65 
Level 1 : Gewissheit
Level 1 : Gegenstoß
Level 1 : Finte
Level 1 : Lake
Level 6 : Scheinwerfer
Level 8 : Ränkeschmied
Level 11: Nachthieb
Level 16: Knirscher
Level 18: Hyperzahn
Level 21: Kosmik-Kraft
Level 26: Taucher
Level 28: Nassschweif
Level 31: Vielender
Level 36: Zeitenlärm
Level 38: Fontränen
Egg Moves:
 - Biss
 - Magensäfte
 - Schaufler
 - Gewissheit

319 Tohaido ->  (no evolution)
HP  70 
ATK 120
DEF 40 
SPA 95 
SPD 40 
SPE 95 
Level 1 : Schlecker
Level 1 : Riechsalz
Level 1 : Schockwelle
Level 1 : Aquawelle
Level 1 : Blubbstrahl
Level 6 : Feuerzahn
Level 8 : Schlitzer
Level 11: Ampelleuchte
Level 16: Donnerschlag
Level 18: Taucher
Level 21: Finsteraura
Level 26: Bodyslam
Level 28: Schallwelle
Level 30: Nassschweif
Level 34: Eierbombe
Level 40: Risikotackle
Level 45: Aquahaubitze
Level 50: Nassmacher
Level 56: Fontränen

320 Wailmer -> Wailord
HP  130
ATK 70 
DEF 35 
SPA 70 
SPD 35 
SPE 60 
Level 1 : Aquawelle
Level 1 : Pflücker
Level 1 : Blubbstrahl
Level 1 : Donnerzahn
Level 4 : Lake
Level 7 : Überwurf
Level 11: Rauchwolke
Level 14: Trumpfkarte
Level 17: Taucher
Level 21: Finsteraura
Level 24: Nassschweif
Level 27: Gyroball
Level 31: Wuchtschlag
Level 34: Hydropumpe
Level 37: Donner
Level 41: Draco Meteor
Level 44: Fontränen
Level 47: Aquahaubitze
Egg Moves:
 - Geheimpower
 - Blubbstrahl
 - Donnerblitz
 - Fontränen
 - Hydropumpe
 - Wertewechsel
 - Lehmbrühe
 - Ampelleuchte
 - Nassschweif
 - Klingensturm

321 Wailord ->  (no evolution)
HP  170
ATK 90 
DEF 45 
SPA 90 
SPD 45 
SPE 60 
Level 1 : Eissplitter
Level 1 : Aquawelle
Level 1 : Unheilböen
Level 1 : Eiszahn
Level 4 : Psystrahl
Level 7 : Überwurf
Level 11: Energieball
Level 14: Taucher
Level 17: Feuerfeger
Level 21: Memento-Mori
Level 24: Nassschweif
Level 27: Wuchtschlag
Level 31: Hydropumpe
Level 34: Notsituation
Level 37: Blättersturm
Level 46: Gigastoß
Level 54: Fauna-Statue
Level 62: Fontränen

322 Camaub -> Camerupt
HP  60 
ATK 60 
DEF 40 
SPA 65 
SPD 45 
SPE 35 
Level 1 : Lehmschuss
Level 1 : Unheilböen
Level 1 : Lake
Level 1 : Erdkräfte
Level 5 : Turmkick
Level 11: Spotlight
Level 15: Raumschlag
Level 21: Hitzewelle
Level 25: Flammenblitz
Level 31: Feuersturm
Level 35: Himmelsfeger
Level 41: Hitzekoller
Level 45: Fontränen
Level 51: Lohekanonade
Egg Moves:
 - Magnetbombe
 - Draco Meteor
 - Erdkräfte
 - Feuerzahn
 - Risikotackle
 - Aero-Ass
 - Flammenwurf
 - Schockwelle
 - Erdbeben
 - Läuterfeuer

323 Camerupt ->  (no evolution)
HP  70 
ATK 100
DEF 70 
SPA 105
SPD 75 
SPE 40 
Level 1 : Lehmschuss
Level 1 : Rasierblatt
Level 1 : Nietenranke
Level 1 : Blubbstrahl
Level 5 : Scheinwerfer
Level 11: Irrlicht
Level 15: Schaufler
Level 21: Feuerfeger
Level 25: Erdkräfte
Level 31: Knochmerang
Level 33: Erdbeben
Level 39: Traumfresser
Level 49: Hydropumpe
Level 57: Flammenblitz
Level 67: Hitzekoller

324 Qurtel ->  (no evolution)
HP  70 
ATK 85 
DEF 140
SPA 85 
SPD 70 
SPE 20 
Level 1 : Glut
Level 1 : Vergeltung
Level 1 : Akupressur
Level 1 : Flammenrad
Level 4 : Feuerzahn
Level 7 : Überwurf
Level 12: Feuerschlag
Level 17: Flammensturm
Level 20: Feuerfeger
Level 23: Läuterfeuer
Level 28: Flammenblitz
Level 33: Feuersturm
Level 36: Risikotackle
Level 39: Blizzard
Level 44: Lavasturm
Level 49: Hitzekoller
Level 52: Eruption
Level 55: Fauna-Statue
Egg Moves:
 - Flammenwurf
 - Tackle
 - Bohrschnabel
 - Läuterfeuer
 - Biss
 - Meteorologe

325 Spoink -> Groink
HP  60 
ATK 25 
DEF 35 
SPA 70 
SPD 80 
SPE 60 
Level 1 : Karateschlag
Level 1 : Windschnitt
Level 1 : Gigasauger
Level 1 : Schockwelle
Level 7 : Riechsalz
Level 10: Scheinwerfer
Level 14: Nebelball
Level 15: Stahlflügel
Level 18: Psychoklinge
Level 21: Zen-Kopfstoß
Level 26: Sondersensor
Level 29: Psywelle
Level 29: Psychokinese
Level 34: Donnerblitz
Level 41: Raumschlag
Level 46: Lavasturm
Level 48: Flammenblitz
Egg Moves:
 - Schallwelle
 - Psyschub
 - Gewissheit
 - Luftschnitt
 - Lehmschuss
 - Psychoklinge
 - Flammenblitz

326 Groink ->  (no evolution)
HP  80 
ATK 45 
DEF 65 
SPA 90 
SPD 110
SPE 80 
Level 1 : Konfusion
Level 1 : Kraftwelle
Level 1 : Flügelschlag
Level 1 : Geschwätz
Level 7 : Psychoklinge
Level 10: Scheinwerfer
Level 14: Schutztausch
Level 15: Nebelball
Level 18: Feuerschlag
Level 21: Sondersensor
Level 26: Zen-Kopfstoß
Level 29: Ladungsstoß
Level 29: Erdkräfte
Level 37: Blizzard
Level 47: Psyschub
Level 55: Eruption
Level 60: Fauna-Statue

327 Pandir ->  (no evolution)
HP  60 
ATK 60 
DEF 60 
SPA 60 
SPD 60 
SPE 60 
Level 1 : Gewissheit
Level 1 : Ladestrahl
Level 1 : Stampfer
Level 1 : Schlammbad
Level 5 : Lockduft
Level 10: Geheimpower
Level 14: Fassade
Level 19: Zermalmklaue
Level 23: Ampelleuchte
Level 28: Schädelwumme
Level 32: Urteilskraft
Level 37: Raumschlag
Level 41: Eierbombe
Level 46: Risikotackle
Level 50: Blattgeißel
Level 55: Volttackle
Egg Moves:
 - Schärfer
 - Hyperzahn
 - Antik-Kraft
 - Eiszahn
 - Hitzewelle
 - Aufruhr
 - Dunkelklaue
 - Urteilskraft
 - Klingensturm
 - Hyperstrahl
 - Triplette

328 Knacklion -> Vibrava
HP  45 
ATK 100
DEF 45 
SPA 45 
SPD 45 
SPE 10 
Level 1 : Sandgrab
Level 1 : Lehmschuss
Level 1 : Finsterfaust
Level 1 : Finte
Level 9 : Fassade
Level 17: Schaufler
Level 25: Samenbomben
Level 33: Erdkräfte
Level 41: Erdbeben
Level 49: Sternenhieb
Level 57: Raumschlag
Level 65: Knochmerang
Level 73: Mülltreffer
Level 81: Nahkampf
Level 89: Eruption
Egg Moves:
 - Aquawelle
 - Erdkräfte
 - Scheinwerfer
 - Geschwätz
 - Schaufler

329 Vibrava -> Libelldra
HP  50 
ATK 70 
DEF 50 
SPA 50 
SPD 50 
SPE 70 
Level 1 : Windhose
Level 1 : Feuerodem
Level 1 : Psystrahl
Level 1 : Steinhagel
Level 9 : Durchbruch
Level 17: Finsteraura
Level 25: Schaufler
Level 33: Erdkräfte
Level 35: Drachenstoß
Level 41: Wutanfall
Level 49: Blattgeißel
Level 57: Kraftkoloss

330 Libelldra ->  (no evolution)
HP  80 
ATK 100
DEF 80 
SPA 80 
SPD 80 
SPE 100
Level 1 : Metallklaue
Level 1 : Lehmschuss
Level 1 : Flammensturm
Level 1 : Schaufler
Level 9 : Drachenklaue
Level 17: Nassschweif
Level 25: Erdkräfte
Level 33: Schlagbefehl
Level 35: Erdbeben
Level 41: Raumschlag
Level 45: Fußkick
Level 49: Drachenstoß
Level 57: Wutanfall

331 Tuska -> Noktuska
HP  50 
ATK 85 
DEF 40 
SPA 85 
SPD 40 
SPE 35 
Level 1 : Pflücker
Level 1 : Zauberblatt
Level 1 : Aero-Ass
Level 1 : Lawine
Level 5 : Nietenranke
Level 9 : Fassade
Level 13: Samenbomben
Level 17: Knirscher
Level 21: Klingensturm
Level 25: Eisstrahl
Level 29: Wutanfall
Level 33: Lavasturm
Level 37: Sorgensamen
Level 41: Blattgeißel
Level 45: Solarstrahl
Level 49: Schocksamen
Level 53: Blättersturm
Level 57: Fauna-Statue
Egg Moves:
 - Lawine
 - Laubklinge
 - Lichtkanone
 - Baumwollsaat
 - Schlitzer
 - Blättersturm
 - Rankenhieb
 - Lohekanonade
 - Ladestrahl

332 Noktuska ->  (no evolution)
HP  70 
ATK 115
DEF 60 
SPA 115
SPD 60 
SPE 55 
Level 1 : Säure
Level 1 : Giftzahn
Level 1 : Sorgensamen
Level 1 : Flügelschlag
