Randomizer Version: 4.6.0
Random Seed: 234173005332115
Settings String: 321YRgEegEdAeQAwgCSvBCegh8Caga8arw9CSABmwAAAAAALAyAxsnQfBQJCTIGBQTGGQURFlBva2Vtb24gU291bFNpbHZlciAoRymFocTU48M4ig==

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
 - Nassschweif
 - Knochmerang
 - Erdbeben
 - Taucher

195 Morlord ->  (no evolution)
HP  95 
ATK 85 
DEF 85 
SPA 65 
SPD 65 
SPE 35 
Level 1 : Lehmschuss
Level 1 : Taucher
Level 1 : Blitzkanone
Level 1 : Fokusstoß
Level 5 : Schnapper
Level 9 : Knochmerang
Level 15: Blubber
Level 19: Nassschweif
Level 24: Regentanz
Level 31: Blubbstrahl
Level 36: Lavasturm
Level 41: Wutanfall
Level 48: Panzerschutz
Level 48: Urteilskraft
Level 53: Sandgrab

196 Psiana ->  (no evolution)
HP  65 
ATK 65 
DEF 60 
SPA 130
SPD 95 
SPE 110
Level 1 : Luftstoß
Level 1 : Felswerfer
Level 1 : Psyschub
Level 1 : Samenbomben
Level 8 : Schlitzer
Level 15: Sprungkick
Level 22: Aurasphäre
Level 29: Eierbombe
Level 36: Zen-Kopfstoß
Level 43: Psychoklinge
Level 50: Scheinwerfer
Level 57: Unheilböen
Level 64: Blitzkanone
Level 71: Himmelsfeger
Level 78: Blubbstrahl

197 Nachtara ->  (no evolution)
HP  95 
ATK 65 
DEF 110
SPA 60 
SPD 130
SPE 65 
Level 1 : Finte
Level 1 : Gewissheit
Level 1 : Aufruhr
Level 1 : Matschbombe
Level 8 : Schemenkraft
Level 15: Klingensturm
Level 22: Fokusstoß
Level 29: Schleuder
Level 36: Ladestrahl
Level 43: Schlummerort
Level 50: Gigastoß
Level 57: Biss
Level 64: Nachthieb
Level 71: Scanner
Level 78: Giftstreich

198 Kramurx -> Kramshef
HP  60 
ATK 85 
DEF 42 
SPA 85 
SPD 42 
SPE 91 
Level 1 : Psychokinese
Level 1 : Schlummerort
Level 1 : Biss
Level 1 : Turmkick
Level 5 : Finte
Level 11: Komprimator
Level 15: Trugträne
Level 21: Windschnitt
Level 25: Flügelschlag
Level 31: Kopfnuss
Level 35: Kehrtwende
Level 41: Nebelball
Level 45: Spukball
Egg Moves:
 - Psyschub
 - Baumwollsaat
 - Himmelsfeger
 - Flammensturm
 - Flügelschlag
 - Itemsperre
 - Luftschnitt
 - Nachthieb
 - Finte
 - Rückenwind
 - Finsteraura
 - Knirscher

199 Laschoking ->  (no evolution)
HP  95 
ATK 75 
DEF 80 
SPA 100
SPD 110
SPE 30 
Level 1 : Klingensturm
Level 1 : Baumwollsaat
Level 1 : Nassschweif
Level 1 : Wasserdüse
Level 1 : Himmelhieb
Level 6 : Nebelball
Level 11: Flammenwurf
Level 15: Strafattacke
Level 20: Zen-Kopfstoß
Level 25: Sternschauer
Level 29: Raumschlag
Level 34: Flammenrad
Level 39: Schaufler
Level 43: Aurasphäre
Level 48: Aufruhr
Level 53: Scanner
Level 57: Käferbiss

200 Traunfugil -> Traunmagil
HP  60 
ATK 60 
DEF 60 
SPA 85 
SPD 85 
SPE 85 
Level 1 : Juwelenkraft
Level 1 : Unheilböen
Level 1 : Psystrahl
Level 1 : Fassade
Level 5 : Finsterfaust
Level 10: Itemsperre
Level 14: Erstauner
Level 19: Lavasturm
Level 23: Eruption
Level 28: Eissturm
Level 32: Aquahaubitze
Level 37: Dunkelklaue
Level 41: Spukball
Level 46: Flammenrad
Level 50: Schemenkraft
Egg Moves:
 - Lehmschelle
 - Blättertanz
 - Kopfnuss
 - Unheilböen
 - Schemenkraft
 - Dunkelklaue
 - Hyperstrahl
 - Spukball
 - Mondschein
 - Lichtkanone
 - Schallwelle

201 Icognito ->  (no evolution)
HP  48 
ATK 72 
DEF 48 
SPA 72 
SPD 48 
SPE 48 
Level 1 : Nebelball
Level 1 : Geschwätz
Level 1 : Psychokinese
Level 1 : Gigasauger

202 Woingenau ->  (no evolution)
HP  190
ATK 33 
DEF 58 
SPA 33 
SPD 58 
SPE 33 
Level 1 : Megakick
Level 1 : Sprungkick
Level 1 : Geschwätz
Level 1 : Psychokinese

203 Girafarig ->  (no evolution)
HP  70 
ATK 80 
DEF 65 
SPA 90 
SPD 65 
SPE 85 
Level 1 : Käferbiss
Level 1 : Risikotackle
Level 1 : Schnapper
Level 1 : Vergeltung
Level 1 : Läuterfeuer
Level 1 : Ladestrahl
Level 5 : Vielender
Level 10: Gedankengut
Level 14: Konfusion
Level 19: Sondersensor
Level 23: Ränkeschmied
Level 28: Konfustrahl
Level 32: Solarstrahl
Level 37: Geschwätz
Level 41: Nebelball
Level 46: Steinkante
Egg Moves:
 - Psychoklinge
 - Intensität
 - Kopfstoß
 - Psychokinese
 - Taucher
 - Risikotackle
 - Angeberei
 - Magnetbombe
 - Psyschub
 - Schallwelle
 - Scheinwerfer

204 Tannza -> Forstellka
HP  50 
ATK 65 
DEF 90 
SPA 35 
SPD 35 
SPE 15 
Level 1 : Pflücker
Level 1 : Eiszahn
Level 1 : Zermalmklaue
Level 1 : Eruption
Level 6 : Prügler
Level 9 : Erdbeben
Level 12: Giftstreich
Level 17: Flügelschlag
Level 20: Käferbiss
Level 23: Blutsauger
Level 28: Knochmerang
Level 31: Dunkelklaue
Level 34: Nebelball
Level 39: Schädelwumme
Level 42: Triplette
Level 45: Wuchtschlag
Egg Moves:
 - Klammer
 - Schlagbefehl
 - Vielender
 - Hammerarm
 - Steinwurf
 - Weckruf
 - Hyperzahn
 - Amnesie
 - Irrlicht
 - Zornklinge

205 Forstellka ->  (no evolution)
HP  75 
ATK 90 
DEF 140
SPA 60 
SPD 60 
SPE 40 
Level 1 : Matschbombe
Level 1 : Stahlflügel
Level 1 : Magnetbombe
Level 1 : Wasserring
Level 1 : Nassschweif
Level 6 : Blubbstrahl
Level 9 : Sternenhieb
Level 12: Feuerschlag
Level 17: Fuchtler
Level 20: Sturzflug
Level 23: Schlagbefehl
Level 28: Eierbombe
Level 31: Käfergebrumm
Level 33: Magnetflug
Level 38: Finsterfaust
Level 45: Steinhagel
Level 50: Nachahmer
Level 55: Volttackle
Level 62: Ladungsstoß
Level 67: Metallstoß

206 Dummisel ->  (no evolution)
HP  100
ATK 70 
DEF 70 
SPA 65 
SPD 65 
SPE 45 
Level 1 : Vitalglocke
Level 1 : Schnüffler
Level 1 : Eruption
Level 1 : Fokusstoß
Level 5 : Stachler
Level 9 : Schocksamen
Level 13: Himmelhieb
Level 17: Ladestrahl
Level 21: Turbotempo
Level 25: Wuchtschlag
Level 29: Megakick
Level 33: Urteilskraft
Level 37: Jauler
Level 41: Sturzflug
Level 45: Schallwelle
Level 49: Rückentzug
Level 53: Hyperstrahl
Egg Moves:
 - Gegenstoß
 - Angeberei
 - Sternschauer
 - Sprungkick
 - Aufbereitung
 - Klingensturm
 - Vielender
 - Staffette
 - Lichtkanone
 - Nachthieb
 - Schnüffler

207 Skorgla -> Skorgro
HP  65 
ATK 75 
DEF 105
SPA 35 
SPD 65 
SPE 85 
Level 1 : Eisenschädel
Level 1 : Stampfer
Level 1 : Explosion
Level 1 : Himmelsfeger
Level 5 : Erdkräfte
Level 9 : Metronom
Level 12: Luftschnitt
Level 16: Rasierblatt
Level 20: Eierbombe
Level 23: Vergeltung
Level 27: Heuler
Level 31: Pflücker
Level 34: Gigastoß
Level 38: Lehmschuss
Level 42: Meteorologe
Level 45: Intensität
Egg Moves:
 - Daunenreigen
 - Nahkampf
 - Bohrschnabel
 - Erdkräfte
 - Geschwätz
 - Schlagbefehl
 - Finsterfaust
 - Platscher
 - Donnerblitz
 - Stampfer
 - Erdbeben
 - Willensleser

208 Stahlos ->  (no evolution)
HP  75 
ATK 85 
DEF 200
SPA 55 
SPD 65 
SPE 30 
Level 1 : Kreuzschere
Level 1 : Drachenstoß
Level 1 : Windhose
Level 1 : Eisenschädel
Level 1 : Lichtkanone
Level 1 : Juwelenkraft
Level 1 : Hyperzahn
Level 6 : Kismetwunsch
Level 9 : Superzahn
Level 14: Eisenschweif
Level 17: Unheilböen
Level 22: Sternenhieb
Level 25: Feuersturm
Level 30: Metallklaue
Level 33: Giftschweif
Level 38: Folterknecht
Level 41: Erdkräfte
Level 46: Aquawelle
Level 49: Turbotempo
Level 54: Kehrtwende

209 Snubbull -> Granbull
HP  60 
ATK 80 
DEF 50 
SPA 40 
SPD 40 
SPE 30 
Level 1 : Hammerarm
Level 1 : Kraftreserve
Level 1 : Fuchtler
Level 1 : Giftstreich
Level 1 : Eiszahn
Level 1 : Feuerfeger
Level 1 : Bohrschnabel
Level 7 : Urteilskraft
Level 13: Turbotempo
Level 19: Flammenrad
Level 25: Stampfer
Level 31: Juwelenkraft
Level 37: Klammer
Level 43: Sprungkick
Level 49: Ampelleuchte
Egg Moves:
 - Eishieb
 - Feuerschlag
 - Hyperstrahl
 - Feuerwirbel
 - Triplette
 - Klingensturm
 - Juwelenkraft
 - Rutenschlag
 - Eierbombe
 - Konfusion
 - Bodycheck
 - Aufruhr

210 Granbull ->  (no evolution)
HP  90 
ATK 120
DEF 75 
SPA 60 
SPD 60 
SPE 45 
Level 1 : Bodyslam
Level 1 : Eierbombe
Level 1 : Kometenhieb
Level 1 : Vergeltung
Level 1 : Silberhauch
Level 1 : Kraftkoloss
Level 1 : Karateschlag
Level 7 : Feuerfeger
Level 13: Schallwelle
Level 19: Meteorologe
Level 27: Samenbomben
Level 35: Mondschein
Level 43: Feuersturm
Level 51: Mimikry
Level 59: Wirbelwind

211 Baldorfish ->  (no evolution)
HP  65 
ATK 95 
DEF 75 
SPA 55 
SPD 55 
SPE 85 
Level 1 : Eruption
Level 1 : Wuchtschlag
Level 1 : Windschnitt
Level 1 : Feuerfeger
Level 9 : Solarstrahl
Level 9 : Nassschweif
Level 13: Riechsalz
Level 17: Toxin
Level 21: Matschbombe
Level 25: Schemenkraft
Level 25: Schnabel
Level 29: Taucher
Level 33: Schattenstoß
Level 37: Sternschauer
Level 41: Aquahaubitze
Level 45: Pulverschnee
Level 49: Bohrschnabel
Level 53: Rückentzug
Level 57: Kreuzschere
Egg Moves:
 - Lake
 - Blattgeißel
 - Eishieb
 - Giftstreich
 - Luftschnitt
 - Schlammbad
 - Lunartanz
 - Duonadel

212 Scherox ->  (no evolution)
HP  70 
ATK 130
DEF 100
SPA 55 
SPD 80 
SPE 65 
Level 1 : Ampelleuchte
Level 1 : Giftstreich
Level 1 : Magnetbombe
Level 1 : Himmelsfeger
Level 5 : Sternenhieb
Level 9 : Steinwurf
Level 13: Eisenschädel
Level 17: Schlagbefehl
Level 21: Steinkante
Level 25: Stahlflügel
Level 29: Vielender
Level 33: Giftzahn
Level 37: Flammenwurf
Level 41: Zeitenlärm
Level 45: Gifthieb
Level 49: Luftschnitt
Level 53: Wertewechsel
Level 57: Wutanfall
Level 61: Zornklinge

213 Pottrott ->  (no evolution)
HP  20 
ATK 10 
DEF 230
SPA 10 
SPD 230
SPE 5  
Level 1 : Felsgrab
Level 1 : Steinhagel
Level 1 : Kreuzhieb
Level 1 : Blitzkanone
Level 9 : Käfergebrumm
Level 14: Käferbiss
Level 22: Doppelschlag
Level 27: Lawine
Level 35: Felswerfer
Level 40: Steinkante
Level 48: Antik-Kraft
Egg Moves:
 - Konter
 - Kopfstoß
 - Hyperstrahl
 - Psychokinese
 - Urteilskraft
 - Lake

214 Skaraborn ->  (no evolution)
HP  80 
ATK 125
DEF 75 
SPA 40 
SPD 95 
SPE 85 
Level 1 : Stakkato
Level 1 : Wutanfall
Level 1 : Vergeltung
Level 1 : Silberhauch
Level 1 : Schemenkraft
Level 7 : Ableithieb
Level 13: Käferbiss
Level 19: Prügler
Level 25: Erdkräfte
Level 31: Giftstreich
Level 37: Vielender
Level 43: Matschbombe
Level 49: Magiemantel
Level 55: Dreifachkick
Egg Moves:
 - Sprungkick
 - Biss
 - Kehrtwende
 - Aquawelle
 - Komprimator
 - Mülltreffer
 - Lichtschild

215 Sniebel -> Snibunna
HP  55 
ATK 95 
DEF 55 
SPA 35 
SPD 75 
SPE 115
Level 1 : Lavasturm
Level 1 : Eisspeer
Level 1 : Blizzard
Level 1 : Knirscher
Level 8 : Horter
Level 10: Finsteraura
Level 14: Doppelkick
Level 21: Eisenschädel
Level 24: Eishieb
Level 28: Metallklaue
Level 35: Lawine
Level 38: Biss
Level 42: Nachthieb
Level 49: Eisstrahl
Egg Moves:
 - Lawine
 - Blizzard
 - Eishieb
 - Himmelhieb
 - Gewissheit
 - Hitzewelle
 - Hammerarm
 - Nachthieb
 - Eissturm
 - Heilopfer
 - Tiefschlag
 - Hyperzahn
 - Eisenschweif

216 Teddiursa -> Ursaring
HP  60 
ATK 80 
DEF 50 
SPA 50 
SPD 50 
SPE 40 
Level 1 : Tiefschlag
Level 1 : Flammenblitz
Level 1 : Drachenstoß
Level 1 : Klingensturm
Level 1 : Holzhammer
Level 8 : Kreideschrei
Level 15: Grimasse
Level 22: Doppelschlag
Level 29: Fuchtler
Level 36: Psyschub
Level 43: Psybann
Level 43: Pflücker
Level 50: Rasierblatt
Level 57: Schädelwumme
Egg Moves:
 - Gigastoß
 - Trumpfkarte
 - Kopfnuss
 - Wickel
 - Lawine
 - Schallwelle
 - Meteorologe
 - Dornkanone
 - Zermalmklaue
 - Zuschuss
 - Irrschlag
 - Knochmerang
 - Ladestrahl

217 Ursaring ->  (no evolution)
HP  90 
ATK 130
DEF 75 
SPA 75 
SPD 75 
SPE 55 
Level 1 : Sandgrab
Level 1 : Zuflucht
Level 1 : Aurasphäre
Level 1 : Hornattacke
Level 1 : Finte
Level 8 : Ladungsstoß
Level 15: Meteorologe
Level 22: Trugträne
Level 29: Flammenwurf
Level 38: Eruption
Level 47: Gegenstoß
Level 49: Hyperzahn
Level 58: Raserei
Level 67: Taucher

218 Schneckmag -> Magcargo
HP  40 
ATK 40 
DEF 40 
SPA 70 
SPD 40 
SPE 20 
Level 1 : Drachenstoß
Level 1 : Flammenrad
Level 1 : Glut
Level 1 : Feuerschlag
Level 8 : Finsteraura
Level 11: Läuterfeuer
Level 16: Hitzewelle
Level 23: Lohekanonade
Level 26: Feuerzahn
Level 31: Verfolgung
Level 38: Sonnentag
Level 41: Eisstrahl
Level 46: Doppelkick
Level 53: Lavasturm
Level 56: Flammenwurf
Egg Moves:
 - Rasierblatt
 - Blättertanz
 - Gigasauger
 - Spukball
 - Trickbetrug
 - Kraftwelle
 - Säurepanzer
 - Läuterfeuer

219 Magcargo ->  (no evolution)
HP  50 
ATK 50 
DEF 120
SPA 80 
SPD 80 
SPE 30 
Level 1 : Aquawelle
Level 1 : Sondersensor
Level 1 : Psychokinese
Level 1 : Knochmerang
Level 8 : Fauna-Statue
Level 11: Antik-Kraft
Level 16: Hitzekoller
Level 23: Fuchtler
Level 26: Windschnitt
Level 31: Juwelenkraft
Level 40: Protzer
Level 45: Lake
Level 52: Steinkante
Level 61: Irrlicht
Level 66: Flammenblitz

220 Quiekel -> Keifel
HP  50 
ATK 50 
DEF 40 
SPA 30 
SPD 30 
SPE 50 
Level 1 : Schaufler
Level 1 : Eissplitter
Level 1 : Nachthieb
Level 1 : Flammenwurf
Level 4 : Hagelsturm
Level 8 : Heilblockade
Level 13: Giftstachel
Level 16: Zermalmklaue
Level 20: Ladungsstoß
Level 25: Fontränen
Level 28: Antik-Kraft
Level 32: Fassade
Level 37: Durchbruch
Level 40: Delegator
Level 44: Blubbstrahl
Level 49: Eiszahn
Egg Moves:
 - Sandgrab
 - Turbotempo
 - Kreuzhieb
 - Drachenklaue
 - Eisenschweif
 - Schaufler
 - Gesang
 - Meteorologe
 - Sondersensor
 - Erdbeben
 - Walzer

221 Keifel -> Mamutel
HP  100
ATK 100
DEF 80 
SPA 60 
SPD 60 
SPE 50 
Level 1 : Knochmerang
Level 1 : Drachenklaue
Level 1 : Lehmschelle
Level 1 : Schlecker
Level 1 : Doppelschlag
Level 4 : Eissturm
Level 8 : Erdbeben
Level 13: Lehmschuss
Level 16: Schaufler
Level 20: Eisstrahl
Level 25: Scheinwerfer
Level 28: Lehmsuhler
Level 32: Wasserring
Level 33: Zermalmklaue
Level 40: Eishieb
Level 48: Erdkräfte
Level 56: Psychokinese
Level 65: Frostbeule

222 Corasonn ->  (no evolution)
HP  55 
ATK 55 
DEF 85 
SPA 65 
SPD 85 
SPE 35 
Level 1 : Feuersturm
Level 1 : Aquahaubitze
Level 1 : Kopfstoß
Level 1 : Antik-Kraft
Level 4 : Aquawelle
Level 8 : Tackle
Level 13: Meteorologe
Level 16: Gesang
Level 20: Nahkampf
Level 25: Läuterfeuer
Level 28: Blitzkanone
Level 32: Taucher
Level 37: Blubbstrahl
Level 40: Eruption
Level 44: Nassschweif
Level 48: Finsteraura
Level 53: Matschbombe
Egg Moves:
 - Steinkante
 - Antik-Kraft
 - Konfusion
 - Flammenwurf
 - Auswringen
 - Nebelball
 - Magnetbombe
 - Ausdauer
 - Sorgensamen
 - Juwelenkraft
 - Lake

223 Remoraid -> Octillery
HP  35 
ATK 65 
DEF 35 
SPA 65 
SPD 35 
SPE 65 
Level 1 : Octazooka
Level 1 : Wasserring
Level 1 : Prügler
Level 1 : Taucher
Level 6 : Käfergebrumm
Level 10: Nassschweif
Level 14: Lake
Level 19: Hydropumpe
Level 23: Sondersensor
Level 27: Fontränen
Level 32: Erdbeben
Level 36: Vergeltung
Level 40: Aquawelle
Level 45: Metallstoß
Egg Moves:
 - Taucher
 - Fontränen
 - Geduld
 - Nassmacher
 - Flammenwurf
 - Eissturm
 - Klammer
 - Magiemantel
 - Pflücker
 - Blättertanz

224 Octillery ->  (no evolution)
HP  75 
ATK 105
DEF 75 
SPA 105
SPD 75 
SPE 45 
Level 1 : Kreuzschere
Level 1 : Fontränen
Level 1 : Dornkanone
Level 1 : Nassschweif
Level 1 : Nassmacher
Level 1 : Stampfer
Level 6 : Riechsalz
Level 10: Gesichte
Level 14: Panzerschutz
Level 19: Klammergriff
Level 23: Spiegelcape
Level 25: Taucher
Level 29: Klingensturm
Level 36: Zen-Kopfstoß
Level 42: Felswerfer
Level 48: Metallklaue
Level 55: Dunkelklaue

225 Botogel ->  (no evolution)
HP  45 
ATK 55 
DEF 45 
SPA 65 
SPD 45 
SPE 75 
Level 1 : Luftstoß
Level 1 : Sprungfeder
Level 1 : Blizzard
Level 1 : Lohekanonade
Egg Moves:
 - Himmelsfeger
 - Krabbhammer
 - Schlammbombe
 - Luftstoß
 - Schockwelle
 - Weißnebel
 - Kraftkoloss
 - Wasserdüse
 - Holzhammer

226 Mantax ->  (no evolution)
HP  65 
ATK 40 
DEF 70 
SPA 80 
SPD 140
SPE 70 
Level 1 : Luftstoß
Level 1 : Lake
Level 1 : Psystrahl
Level 1 : Raumschlag
Level 1 : Urteilskraft
Level 1 : Beerenkräfte
Level 1 : Nebelball
Level 4 : Erdkräfte
Level 10: Käfergebrumm
Level 13: Triplette
Level 19: Konfusion
Level 22: Blättersturm
Level 28: Himmelsfeger
Level 31: Luftschnitt
Level 37: Flammenblitz
Level 40: Unheilböen
Level 46: Octazooka
Level 49: Geschwätz
Egg Moves:
 - Glut
 - Himmelsfeger
 - Dunkelklaue
 - Blitzkanone
 - Schlammbad
 - Horter
 - Fassade
 - Fontränen
 - Taucher

227 Panzaeron ->  (no evolution)
HP  65 
ATK 80 
DEF 140
SPA 40 
SPD 70 
SPE 70 
Level 1 : Stampfer
Level 1 : Trumpfkarte
Level 1 : Stahlflügel
Level 1 : Finsterfaust
Level 6 : Blizzard
Level 9 : Geschwätz
Level 12: Ableithieb
Level 17: Schnabel
Level 20: Eisenschweif
Level 23: Nebelball
Level 28: Eierbombe
Level 31: Feuerodem
Level 34: Bohrschnabel
Level 39: Himmelsfeger
Level 42: Dreschflegel
Level 45: Gegenstoß
Egg Moves:
 - Risikotackle
 - Wickel
 - Aero-Ass
 - Sturzflug
 - Metallklaue
 - Felswerfer
 - Lichtkanone
 - Flügelschlag

228 Hunduster -> Hundemon
HP  45 
ATK 60 
DEF 30 
SPA 80 
SPD 50 
SPE 65 
Level 1 : Windschnitt
Level 1 : Nachthieb
Level 1 : Blättersturm
Level 1 : Gewissheit
Level 4 : Fauna-Statue
Level 9 : Schlammbad
Level 14: Wechseldich
Level 17: Biss
Level 22: Aero-Ass
Level 27: Abgesang
Level 30: Lehmschuss
Level 35: Lehmschelle
Level 40: Erdkräfte
Level 43: Knirscher
Level 48: Schocksamen
Level 53: Strafattacke
Egg Moves:
 - Verfolgung
 - Zauberblatt
 - Härtner
 - Feuerfeger
 - Feuerodem
 - Megahieb
 - Aurasphäre
 - Erdanziehung
 - Finte
 - Nachthieb
 - Schlagbefehl
 - Zugabe
 - Stahlflügel

229 Hundemon ->  (no evolution)
HP  75 
ATK 90 
DEF 50 
SPA 110
SPD 80 
SPE 95 
Level 1 : Finte
Level 1 : Hitzewelle
Level 1 : Feuerfeger
Level 1 : Finsteraura
Level 1 : Aurorastrahl
Level 4 : Biss
Level 9 : Fontränen
Level 14: Feuerzahn
Level 17: Eisenabwehr
Level 22: Knochmerang
Level 28: Windstoß
Level 32: Lehmschelle
Level 38: Steinhagel
Level 44: Doppelkick
Level 48: Flammensturm
Level 54: Eisenschweif
Level 60: Vielender

230 Seedraking ->  (no evolution)
HP  75 
ATK 95 
DEF 95 
SPA 95 
SPD 95 
SPE 85 
Level 1 : Drachenstoß
Level 1 : Nassschweif
Level 1 : Finsterfaust
Level 1 : Daunenreigen
Level 1 : Fontränen
Level 4 : Sondersensor
Level 8 : Taucher
Level 11: Wuchtschlag
Level 14: Steinhagel
Level 18: Steinwurf
Level 23: Lake
Level 26: Nassmacher
Level 30: Drachenklaue
Level 40: Schnapper
Level 48: Kugelsaat
Level 57: Draco Meteor

231 Phanpy -> Donphan
HP  90 
ATK 60 
DEF 60 
SPA 40 
SPD 40 
SPE 40 
Level 1 : Knochmerang
Level 1 : Eiszahn
Level 1 : Lehmschelle
Level 1 : Erdbeben
Level 6 : Kreuzhieb
Level 10: Psychokinese
Level 15: Giftstreich
Level 19: Intensität
Level 24: Himmelsfeger
Level 28: Erdkräfte
Level 33: Draco Meteor
Level 37: Pflücker
Level 42: Steinwurf
Egg Moves:
 - Sandgrab
 - Bohrschnabel
 - Erdkräfte
 - Regentanz
 - Klammergriff
 - Finsteraura
 - Donnerzahn
 - Erdbeben
 - Geofissur

232 Donphan ->  (no evolution)
HP  90 
ATK 120
DEF 120
SPA 60 
SPD 60 
SPE 50 
Level 1 : Geheimpower
Level 1 : Sandgrab
Level 1 : Knochmerang
Level 1 : Steinwurf
Level 1 : Geofissur
Level 1 : Durchbruch
Level 6 : Schlammbombe
Level 10: Erdbeben
Level 15: Lichtkanone
Level 19: Schemenkraft
Level 24: Eisenschweif
Level 25: Knochenhatz
Level 31: Kehrtwende
Level 39: Laubklinge
Level 46: Schaufler
Level 54: Lehmschuss

233 Porygon2 -> Porygon-Z
HP  85 
ATK 80 
DEF 90 
SPA 105
SPD 95 
SPE 60 
Level 1 : Fauna-Statue
Level 1 : Schemenkraft
Level 1 : Lehmsuhler
Level 1 : Aufruhr
Level 7 : Megakick
Level 12: Nachtmahr
Level 18: Drachenpuls
Level 23: Klingensturm
Level 29: Hyperstrahl
Level 34: Wandler
Level 40: Meteorologe
Level 45: Duplexhieb
Level 51: Sternschauer
Level 56: Himmelsfeger
Level 62: Wutanfall
Level 67: Stahlflügel

234 Damhirplex ->  (no evolution)
HP  73 
ATK 95 
DEF 62 
SPA 85 
SPD 65 
SPE 85 
Level 1 : Schnüffler
Level 1 : Pilzspore
Level 1 : Finsteraura
Level 1 : Psychoklinge
Level 3 : Lichtschild
Level 7 : Donnerzahn
Level 10: Megasauger
Level 13: Heilopfer
Level 16: Psychokinese
Level 21: Urteilskraft
Level 23: Laubklinge
Level 27: Irrschlag
Level 33: Gigasauger
Level 38: Hydropumpe
Level 43: Zermalmklaue
Level 49: Sorgensamen
Level 53: Raumschlag
Egg Moves:
 - Bodycheck
 - Hydropumpe
 - Schocksamen
 - Klingensturm
 - Fokusstoß
 - Duonadel
 - Fuchtler
 - Doppelschlag
 - Aquawelle
 - Trugschlag

235 Farbeagle ->  (no evolution)
HP  55 
ATK 20 
DEF 35 
SPA 20 
SPD 45 
SPE 75 
Level 1 : Laubklinge
Level 1 : Magnetbombe
Level 1 : Gyroball
Level 1 : Fontränen
Level 11: Einigler
Level 21: Meteorologe
Level 31: Sternschauer
Level 41: Hagelsturm
Level 51: Eiszahn
Level 61: Schallwelle
Level 71: Trugschlag
Level 81: Aufruhr
Level 91: Urteilskraft

236 Rabauz -> Nockchan
HP  35 
ATK 35 
DEF 35 
SPA 35 
SPD 35 
SPE 35 
Level 1 : Himmelhieb
Level 1 : Wuchtschlag
Level 1 : Fegekick
Level 1 : Kreuzhieb
Egg Moves:
 - Hammerarm
 - Schnapper
 - Tarnung
 - Gesichte
 - Pflücker
 - Luftschnitt
 - Kreuzhieb
 - Bodyslam

237 Kapoera ->  (no evolution)
HP  50 
ATK 95 
DEF 95 
SPA 35 
SPD 110
SPE 70 
Level 1 : Magnetbombe
Level 1 : Eisenschweif
Level 1 : Lawine
Level 1 : Himmelhieb
Level 6 : Kreuzhieb
Level 10: Samenbomben
Level 15: Umklammerung
Level 19: Schweifglanz
Level 24: Turmkick
Level 28: Dornkanone
Level 33: Doppelkick
Level 37: Fokusstoß
Level 42: Solarstrahl
Level 46: Hammerarm
Level 51: Weckruf
Level 55: Biss

238 Kussilla -> Rossana
HP  45 
ATK 30 
DEF 15 
SPA 85 
SPD 65 
SPE 65 
Level 1 : Lawine
Level 1 : Aurorastrahl
Level 1 : Psyschub
Level 1 : Blizzard
Level 5 : Energieball
Level 8 : Eisstrahl
Level 11: Meteorologe
Level 15: Nassmacher
Level 18: Bitterkuss
Level 21: Leidteiler
Level 25: Antik-Kraft
Level 28: Wuchtschlag
Level 31: Daunenreigen
Level 35: Zugabe
Level 38: Käfergebrumm
Level 41: Donner
Level 45: Eissturm
Egg Moves:
 - Zen-Kopfstoß
 - Eruption
 - Sternschauer
 - Notsituation
 - Hypnose
 - Hitzewelle
 - Silberhauch

239 Elekid -> Elektek
HP  45 
ATK 63 
DEF 37 
SPA 65 
SPD 55 
SPE 95 
Level 1 : Blizzard
Level 1 : Memento-Mori
Level 1 : Volttackle
Level 1 : Geschwätz
Level 7 : Finsterfaust
Level 10: Donnerzahn
Level 16: Walzer
Level 19: Aurasphäre
Level 25: Urteilskraft
Level 28: Matschbombe
Level 34: Funkensprung
Level 37: Blitzkanone
Level 43: Eishieb
Level 46: Ladungsstoß
Egg Moves:
 - Ladungsstoß
 - Raumschlag
 - Donnerschock
 - Kraftwelle
 - Donnerzahn
 - Funkensprung
 - Steinhagel
 - Megakick
 - Donnerwelle

240 Magby -> Magmar
HP  45 
ATK 75 
DEF 37 
SPA 70 
SPD 55 
SPE 83 
Level 1 : Laubklinge
Level 1 : Feuerfeger
Level 1 : Feuerschlag
Level 1 : Fontränen
Level 7 : Glut
Level 10: Energieball
Level 16: Abgesang
Level 19: Feuerzahn
Level 25: Irrlicht
Level 28: Gegenstoß
Level 34: Lavasturm
Level 37: Agilität
Level 43: Läuterfeuer
Level 46: Flammenrad
Egg Moves:
 - Lohekanonade
 - Kreuzschere
 - Lavasturm
 - Flammensturm
 - Riechsalz
 - Giftschweif
 - Eruption
 - Samenbomben
 - Käfergebrumm
 - Hitzekoller

241 Miltank ->  (no evolution)
HP  95 
ATK 80 
DEF 105
SPA 40 
SPD 70 
SPE 100
Level 1 : Sturzflug
Level 1 : Steinwurf
